# l = 2
# n = 3
# E = -0.05555537
# r	u(r)	R(r)	V(r)
15.98006804	0.17881086	0.01118962	-0.06257796
15.98256803	0.17874578	0.01118380	-0.06256817
15.98506803	0.17868071	0.01117798	-0.06255838
15.98756802	0.17861565	0.01117216	-0.06254860
15.99006802	0.17855060	0.01116634	-0.06253882
15.99256801	0.17848556	0.01116053	-0.06252904
15.99506801	0.17842053	0.01115472	-0.06251927
15.99756800	0.17835552	0.01114891	-0.06250950
16.00006800	0.17829051	0.01114311	-0.06249973
16.00256799	0.17822551	0.01113731	-0.06248997
16.00506799	0.17816053	0.01113151	-0.06248021
16.00756798	0.17809555	0.01112571	-0.06247045
16.01006798	0.17803059	0.01111991	-0.06246070
16.01256797	0.17796564	0.01111412	-0.06245094
16.01506797	0.17790069	0.01110833	-0.06244120
16.01756796	0.17783576	0.01110254	-0.06243145
16.02006796	0.17777084	0.01109676	-0.06242171
16.02256795	0.17770593	0.01109098	-0.06241197
16.02506795	0.17764103	0.01108520	-0.06240223
16.02756794	0.17757614	0.01107942	-0.06239250
16.03006794	0.17751126	0.01107364	-0.06238277
16.03256793	0.17744639	0.01106787	-0.06237304
16.03506793	0.17738154	0.01106210	-0.06236332
16.03756792	0.17731669	0.01105633	-0.06235359
16.04006792	0.17725186	0.01105057	-0.06234388
16.04256791	0.17718703	0.01104480	-0.06233416
16.04506791	0.17712222	0.01103904	-0.06232445
16.04756790	0.17705741	0.01103329	-0.06231474
16.05006790	0.17699262	0.01102753	-0.06230503
16.05256789	0.17692784	0.01102178	-0.06229533
16.05506789	0.17686307	0.01101603	-0.06228563
16.05756788	0.17679831	0.01101028	-0.06227593
16.06006788	0.17673356	0.01100453	-0.06226624
16.06256787	0.17666882	0.01099879	-0.06225655
16.06506787	0.17660410	0.01099305	-0.06224686
16.06756786	0.17653938	0.01098731	-0.06223717
16.07006786	0.17647467	0.01098158	-0.06222749
16.07256785	0.17640998	0.01097584	-0.06221781
16.07506785	0.17634530	0.01097011	-0.06220814
16.07756784	0.17628062	0.01096438	-0.06219846
16.08006784	0.17621596	0.01095866	-0.06218879
16.08256783	0.17615131	0.01095293	-0.06217913
16.08506783	0.17608667	0.01094721	-0.06216946
16.08756782	0.17602204	0.01094150	-0.06215980
16.09006782	0.17595743	0.01093578	-0.06215014
16.09256781	0.17589282	0.01093007	-0.06214049
16.09506781	0.17582822	0.01092435	-0.06213083
16.09756780	0.17576364	0.01091865	-0.06212119
16.10006780	0.17569907	0.01091294	-0.06211154
16.10256779	0.17563450	0.01090724	-0.06210190
16.10506779	0.17556995	0.01090153	-0.06209226
16.10756778	0.17550541	0.01089584	-0.06208262
16.11006778	0.17544088	0.01089014	-0.06207299
16.11256777	0.17537636	0.01088445	-0.06206335
16.11506777	0.17531185	0.01087875	-0.06205373
16.11756776	0.17524736	0.01087306	-0.06204410
16.12006776	0.17518287	0.01086738	-0.06203448
16.12256775	0.17511840	0.01086169	-0.06202486
16.12506775	0.17505394	0.01085601	-0.06201524
16.12756774	0.17498948	0.01085033	-0.06200563
16.13006774	0.17492504	0.01084466	-0.06199602
16.13256773	0.17486061	0.01083898	-0.06198641
16.13506773	0.17479619	0.01083331	-0.06197681
16.13756772	0.17473179	0.01082764	-0.06196721
16.14006772	0.17466739	0.01082197	-0.06195761
16.14256771	0.17460301	0.01081631	-0.06194801
16.14506771	0.17453863	0.01081065	-0.06193842
16.14756770	0.17447427	0.01080499	-0.06192883
16.15006770	0.17440992	0.01079933	-0.06191925
16.15256769	0.17434558	0.01079368	-0.06190966
16.15506769	0.17428125	0.01078802	-0.06190008
16.15756768	0.17421693	0.01078237	-0.06189050
16.16006768	0.17415262	0.01077673	-0.06188093
16.16256767	0.17408833	0.01077108	-0.06187136
16.16506767	0.17402404	0.01076544	-0.06186179
16.16756766	0.17395977	0.01075980	-0.06185222
16.17006766	0.17389551	0.01075416	-0.06184266
16.17256765	0.17383126	0.01074853	-0.06183310
16.17506765	0.17376702	0.01074289	-0.06182354
16.17756764	0.17370279	0.01073726	-0.06181399
16.18006764	0.17363857	0.01073163	-0.06180444
16.18256763	0.17357437	0.01072601	-0.06179489
16.18506763	0.17351017	0.01072039	-0.06178535
16.18756762	0.17344599	0.01071477	-0.06177580
16.19006762	0.17338182	0.01070915	-0.06176626
16.19256761	0.17331766	0.01070353	-0.06175673
16.19506761	0.17325351	0.01069792	-0.06174720
16.19756760	0.17318937	0.01069231	-0.06173766
16.20006760	0.17312525	0.01068670	-0.06172814
16.20256759	0.17306113	0.01068109	-0.06171861
16.20506759	0.17299703	0.01067549	-0.06170909
16.20756758	0.17293294	0.01066989	-0.06169957
16.21006758	0.17286886	0.01066429	-0.06169006
16.21256757	0.17280479	0.01065869	-0.06168054
16.21506757	0.17274073	0.01065310	-0.06167104
16.21756756	0.17267669	0.01064751	-0.06166153
16.22006756	0.17261265	0.01064192	-0.06165202
16.22256755	0.17254863	0.01063633	-0.06164252
16.22506755	0.17248462	0.01063075	-0.06163303
16.22756754	0.17242062	0.01062517	-0.06162353
16.23006754	0.17235663	0.01061959	-0.06161404
16.23256753	0.17229265	0.01061401	-0.06160455
16.23506753	0.17222869	0.01060844	-0.06159506
16.23756752	0.17216473	0.01060286	-0.06158558
16.24006752	0.17210079	0.01059730	-0.06157610
16.24256751	0.17203686	0.01059173	-0.06156662
16.24506751	0.17197294	0.01058616	-0.06155715
16.24756750	0.17190903	0.01058060	-0.06154767
16.25006750	0.17184513	0.01057504	-0.06153821
16.25256749	0.17178125	0.01056948	-0.06152874
16.25506749	0.17171737	0.01056393	-0.06151928
16.25756748	0.17165351	0.01055838	-0.06150982
16.26006748	0.17158966	0.01055283	-0.06150036
16.26256747	0.17152582	0.01054728	-0.06149091
16.26506747	0.17146200	0.01054173	-0.06148145
16.26756746	0.17139818	0.01053619	-0.06147201
16.27006746	0.17133438	0.01053065	-0.06146256
16.27256745	0.17127058	0.01052511	-0.06145312
16.27506745	0.17120680	0.01051958	-0.06144368
16.27756744	0.17114303	0.01051404	-0.06143424
16.28006744	0.17107928	0.01050851	-0.06142481
16.28256743	0.17101553	0.01050298	-0.06141538
16.28506743	0.17095180	0.01049746	-0.06140595
16.28756742	0.17088807	0.01049193	-0.06139652
16.29006742	0.17082436	0.01048641	-0.06138710
16.29256741	0.17076066	0.01048089	-0.06137768
16.29506741	0.17069698	0.01047538	-0.06136826
16.29756740	0.17063330	0.01046986	-0.06135885
16.30006740	0.17056964	0.01046435	-0.06134944
16.30256739	0.17050598	0.01045884	-0.06134003
16.30506739	0.17044234	0.01045334	-0.06133063
16.30756738	0.17037871	0.01044783	-0.06132122
16.31006738	0.17031510	0.01044233	-0.06131183
16.31256737	0.17025149	0.01043683	-0.06130243
16.31506737	0.17018790	0.01043133	-0.06129304
16.31756736	0.17012432	0.01042584	-0.06128364
16.32006736	0.17006075	0.01042035	-0.06127426
16.32256735	0.16999719	0.01041486	-0.06126487
16.32506735	0.16993364	0.01040937	-0.06125549
16.32756734	0.16987011	0.01040388	-0.06124611
16.33006734	0.16980659	0.01039840	-0.06123673
16.33256733	0.16974307	0.01039292	-0.06122736
16.33506733	0.16967957	0.01038744	-0.06121799
16.33756732	0.16961609	0.01038197	-0.06120862
16.34006732	0.16955261	0.01037649	-0.06119926
16.34256731	0.16948915	0.01037102	-0.06118990
16.34506731	0.16942570	0.01036556	-0.06118054
16.34756730	0.16936226	0.01036009	-0.06117118
16.35006730	0.16929883	0.01035463	-0.06116183
16.35256729	0.16923541	0.01034916	-0.06115248
16.35506729	0.16917201	0.01034371	-0.06114313
16.35756728	0.16910862	0.01033825	-0.06113378
16.36006728	0.16904524	0.01033280	-0.06112444
16.36256727	0.16898187	0.01032734	-0.06111510
16.36506727	0.16891851	0.01032190	-0.06110577
16.36756726	0.16885517	0.01031645	-0.06109643
16.37006726	0.16879183	0.01031100	-0.06108710
16.37256725	0.16872851	0.01030556	-0.06107778
16.37506725	0.16866520	0.01030012	-0.06106845
16.37756724	0.16860191	0.01029469	-0.06105913
16.38006724	0.16853862	0.01028925	-0.06104981
16.38256723	0.16847535	0.01028382	-0.06104049
16.38506723	0.16841209	0.01027839	-0.06103118
16.38756722	0.16834884	0.01027296	-0.06102187
16.39006722	0.16828560	0.01026754	-0.06101256
16.39256721	0.16822238	0.01026211	-0.06100326
16.39506721	0.16815916	0.01025669	-0.06099396
16.39756720	0.16809596	0.01025127	-0.06098466
16.40006720	0.16803277	0.01024586	-0.06097536
16.40256719	0.16796960	0.01024045	-0.06096607
16.40506719	0.16790643	0.01023503	-0.06095678
16.40756718	0.16784328	0.01022963	-0.06094749
16.41006718	0.16778014	0.01022422	-0.06093820
16.41256717	0.16771701	0.01021882	-0.06092892
16.41506717	0.16765390	0.01021342	-0.06091964
16.41756716	0.16759079	0.01020802	-0.06091036
16.42006716	0.16752770	0.01020262	-0.06090109
16.42256715	0.16746462	0.01019723	-0.06089182
16.42506715	0.16740155	0.01019183	-0.06088255
16.42756714	0.16733849	0.01018644	-0.06087329
16.43006714	0.16727545	0.01018106	-0.06086402
16.43256713	0.16721242	0.01017567	-0.06085476
16.43506713	0.16714940	0.01017029	-0.06084551
16.43756712	0.16708639	0.01016491	-0.06083625
16.44006712	0.16702340	0.01015953	-0.06082700
16.44256711	0.16696041	0.01015416	-0.06081775
16.44506711	0.16689744	0.01014878	-0.06080851
16.44756710	0.16683448	0.01014341	-0.06079927
16.45006710	0.16677154	0.01013805	-0.06079003
16.45256709	0.16670860	0.01013268	-0.06078079
16.45506709	0.16664568	0.01012732	-0.06077155
16.45756708	0.16658277	0.01012196	-0.06076232
16.46006708	0.16651987	0.01011660	-0.06075309
16.46256707	0.16645699	0.01011124	-0.06074387
16.46506707	0.16639412	0.01010589	-0.06073464
16.46756706	0.16633125	0.01010054	-0.06072542
16.47006706	0.16626841	0.01009519	-0.06071621
16.47256705	0.16620557	0.01008984	-0.06070699
16.47506705	0.16614275	0.01008450	-0.06069778
16.47756704	0.16607993	0.01007915	-0.06068857
16.48006704	0.16601713	0.01007381	-0.06067936
16.48256703	0.16595435	0.01006848	-0.06067016
16.48506703	0.16589157	0.01006314	-0.06066096
16.48756702	0.16582881	0.01005781	-0.06065176
16.49006702	0.16576606	0.01005248	-0.06064257
16.49256701	0.16570332	0.01004715	-0.06063337
16.49506701	0.16564060	0.01004183	-0.06062419
16.49756700	0.16557788	0.01003650	-0.06061500
16.50006700	0.16551518	0.01003118	-0.06060581
16.50256699	0.16545249	0.01002586	-0.06059663
16.50506699	0.16538982	0.01002055	-0.06058745
16.50756698	0.16532715	0.01001523	-0.06057828
16.51006698	0.16526450	0.01000992	-0.06056911
16.51256697	0.16520186	0.01000461	-0.06055994
16.51506697	0.16513923	0.00999931	-0.06055077
16.51756696	0.16507662	0.00999400	-0.06054160
16.52006696	0.16501402	0.00998870	-0.06053244
16.52256695	0.16495143	0.00998340	-0.06052328
16.52506695	0.16488885	0.00997810	-0.06051413
16.52756694	0.16482629	0.00997281	-0.06050497
16.53006694	0.16476373	0.00996752	-0.06049582
16.53256693	0.16470119	0.00996223	-0.06048667
16.53506693	0.16463867	0.00995694	-0.06047753
16.53756692	0.16457615	0.00995165	-0.06046839
16.54006692	0.16451365	0.00994637	-0.06045925
16.54256691	0.16445116	0.00994109	-0.06045011
16.54506691	0.16438868	0.00993581	-0.06044098
16.54756690	0.16432622	0.00993054	-0.06043185
16.55006690	0.16426376	0.00992526	-0.06042272
16.55256689	0.16420132	0.00991999	-0.06041359
16.55506689	0.16413889	0.00991472	-0.06040447
16.55756688	0.16407648	0.00990946	-0.06039535
16.56006688	0.16401408	0.00990419	-0.06038623
16.56256687	0.16395169	0.00989893	-0.06037711
16.56506687	0.16388931	0.00989367	-0.06036800
16.56756686	0.16382694	0.00988841	-0.06035889
16.57006686	0.16376459	0.00988316	-0.06034979
16.57256685	0.16370225	0.00987791	-0.06034068
16.57506685	0.16363992	0.00987266	-0.06033158
16.57756684	0.16357761	0.00986741	-0.06032248
16.58006684	0.16351531	0.00986216	-0.06031339
16.58256683	0.16345302	0.00985692	-0.06030429
16.58506683	0.16339074	0.00985168	-0.06029520
16.58756682	0.16332848	0.00984644	-0.06028612
16.59006682	0.16326622	0.00984120	-0.06027703
16.59256681	0.16320398	0.00983597	-0.06026795
16.59506681	0.16314176	0.00983074	-0.06025887
16.59756680	0.16307954	0.00982551	-0.06024980
16.60006680	0.16301734	0.00982028	-0.06024072
16.60256679	0.16295515	0.00981506	-0.06023165
16.60506679	0.16289298	0.00980984	-0.06022258
16.60756678	0.16283081	0.00980462	-0.06021352
16.61006678	0.16276866	0.00979940	-0.06020445
16.61256677	0.16270653	0.00979418	-0.06019539
16.61506677	0.16264440	0.00978897	-0.06018634
16.61756676	0.16258229	0.00978376	-0.06017728
16.62006676	0.16252019	0.00977855	-0.06016823
16.62256675	0.16245810	0.00977335	-0.06015918
16.62506675	0.16239602	0.00976814	-0.06015013
16.62756674	0.16233396	0.00976294	-0.06014109
16.63006674	0.16227191	0.00975774	-0.06013205
16.63256673	0.16220988	0.00975255	-0.06012301
16.63506673	0.16214785	0.00974735	-0.06011398
16.63756672	0.16208584	0.00974216	-0.06010494
16.64006672	0.16202384	0.00973697	-0.06009591
16.64256671	0.16196186	0.00973178	-0.06008689
16.64506671	0.16189988	0.00972660	-0.06007786
16.64756670	0.16183792	0.00972142	-0.06006884
16.65006670	0.16177598	0.00971624	-0.06005982
16.65256669	0.16171404	0.00971106	-0.06005080
16.65506669	0.16165212	0.00970588	-0.06004179
16.65756668	0.16159021	0.00970071	-0.06003278
16.66006668	0.16152832	0.00969554	-0.06002377
16.66256667	0.16146643	0.00969037	-0.06001476
16.66506667	0.16140456	0.00968520	-0.06000576
16.66756666	0.16134270	0.00968004	-0.05999676
16.67006666	0.16128086	0.00967488	-0.05998776
16.67256665	0.16121903	0.00966972	-0.05997877
16.67506665	0.16115721	0.00966456	-0.05996978
16.67756664	0.16109540	0.00965941	-0.05996079
16.68006664	0.16103361	0.00965425	-0.05995180
16.68256663	0.16097183	0.00964910	-0.05994281
16.68506663	0.16091006	0.00964396	-0.05993383
16.68756662	0.16084830	0.00963881	-0.05992485
16.69006662	0.16078656	0.00963367	-0.05991588
16.69256661	0.16072483	0.00962853	-0.05990690
16.69506661	0.16066312	0.00962339	-0.05989793
16.69756660	0.16060141	0.00961825	-0.05988897
16.70006660	0.16053972	0.00961312	-0.05988000
16.70256659	0.16047804	0.00960799	-0.05987104
16.70506659	0.16041638	0.00960286	-0.05986208
16.70756658	0.16035473	0.00959773	-0.05985312
16.71006658	0.16029309	0.00959261	-0.05984417
16.71256657	0.16023146	0.00958748	-0.05983521
16.71506657	0.16016985	0.00958236	-0.05982626
16.71756656	0.16010825	0.00957725	-0.05981732
16.72006656	0.16004666	0.00957213	-0.05980837
16.72256655	0.15998509	0.00956702	-0.05979943
16.72506655	0.15992353	0.00956191	-0.05979049
16.72756654	0.15986198	0.00955680	-0.05978156
16.73006654	0.15980044	0.00955169	-0.05977263
16.73256653	0.15973892	0.00954659	-0.05976369
16.73506653	0.15967741	0.00954149	-0.05975477
16.73756652	0.15961591	0.00953639	-0.05974584
16.74006652	0.15955443	0.00953129	-0.05973692
16.74256651	0.15949296	0.00952620	-0.05972800
16.74506651	0.15943150	0.00952110	-0.05971908
16.74756650	0.15937006	0.00951601	-0.05971017
16.75006650	0.15930863	0.00951093	-0.05970126
16.75256649	0.15924721	0.00950584	-0.05969235
16.75506649	0.15918580	0.00950076	-0.05968344
16.75756648	0.15912441	0.00949568	-0.05967454
16.76006648	0.15906303	0.00949060	-0.05966563
16.76256647	0.15900167	0.00948552	-0.05965674
16.76506647	0.15894031	0.00948045	-0.05964784
16.76756646	0.15887897	0.00947537	-0.05963895
16.77006646	0.15881765	0.00947031	-0.05963006
16.77256645	0.15875633	0.00946524	-0.05962117
16.77506645	0.15869503	0.00946017	-0.05961228
16.77756644	0.15863375	0.00945511	-0.05960340
16.78006644	0.15857247	0.00945005	-0.05959452
16.78256643	0.15851121	0.00944499	-0.05958564
16.78506643	0.15844996	0.00943994	-0.05957677
16.78756642	0.15838873	0.00943488	-0.05956790
16.79006642	0.15832751	0.00942983	-0.05955903
16.79256641	0.15826630	0.00942478	-0.05955016
16.79506641	0.15820510	0.00941974	-0.05954129
16.79756640	0.15814392	0.00941469	-0.05953243
16.80006640	0.15808275	0.00940965	-0.05952357
16.80256639	0.15802159	0.00940461	-0.05951472
16.80506639	0.15796045	0.00939957	-0.05950586
16.80756638	0.15789932	0.00939454	-0.05949701
16.81006638	0.15783820	0.00938951	-0.05948816
16.81256637	0.15777710	0.00938447	-0.05947932
16.81506637	0.15771601	0.00937945	-0.05947048
16.81756636	0.15765493	0.00937442	-0.05946164
16.82006636	0.15759387	0.00936940	-0.05945280
16.82256635	0.15753282	0.00936437	-0.05944396
16.82506635	0.15747178	0.00935936	-0.05943513
16.82756634	0.15741076	0.00935434	-0.05942630
16.83006634	0.15734975	0.00934932	-0.05941747
16.83256633	0.15728875	0.00934431	-0.05940865
16.83506633	0.15722776	0.00933930	-0.05939983
16.83756632	0.15716679	0.00933429	-0.05939101
16.84006632	0.15710584	0.00932929	-0.05938219
16.84256631	0.15704489	0.00932429	-0.05937337
16.84506631	0.15698396	0.00931928	-0.05936456
16.84756630	0.15692304	0.00931429	-0.05935575
16.85006630	0.15686214	0.00930929	-0.05934695
16.85256629	0.15680124	0.00930429	-0.05933814
16.85506629	0.15674037	0.00929930	-0.05932934
16.85756628	0.15667950	0.00929431	-0.05932054
16.86006628	0.15661865	0.00928933	-0.05931175
16.86256627	0.15655781	0.00928434	-0.05930295
16.86506627	0.15649699	0.00927936	-0.05929416
16.86756626	0.15643617	0.00927438	-0.05928538
16.87006626	0.15637538	0.00926940	-0.05927659
16.87256625	0.15631459	0.00926442	-0.05926781
16.87506625	0.15625382	0.00925945	-0.05925903
16.87756624	0.15619306	0.00925448	-0.05925025
16.88006624	0.15613232	0.00924951	-0.05924147
16.88256623	0.15607158	0.00924454	-0.05923270
16.88506623	0.15601087	0.00923958	-0.05922393
16.88756622	0.15595016	0.00923461	-0.05921516
16.89006622	0.15588947	0.00922965	-0.05920640
16.89256621	0.15582879	0.00922470	-0.05919764
16.89506621	0.15576813	0.00921974	-0.05918888
16.89756620	0.15570747	0.00921479	-0.05918012
16.90006620	0.15564684	0.00920984	-0.05917137
16.90256619	0.15558621	0.00920489	-0.05916261
16.90506619	0.15552560	0.00919994	-0.05915386
16.90756618	0.15546500	0.00919500	-0.05914512
16.91006618	0.15540442	0.00919005	-0.05913637
16.91256617	0.15534385	0.00918511	-0.05912763
16.91506617	0.15528329	0.00918018	-0.05911889
16.91756616	0.15522274	0.00917524	-0.05911016
16.92006616	0.15516221	0.00917031	-0.05910142
16.92256615	0.15510170	0.00916538	-0.05909269
16.92506615	0.15504119	0.00916045	-0.05908396
16.92756614	0.15498070	0.00915552	-0.05907524
16.93006614	0.15492023	0.00915060	-0.05906651
16.93256613	0.15485976	0.00914568	-0.05905779
16.93506613	0.15479931	0.00914076	-0.05904908
16.93756612	0.15473888	0.00913584	-0.05904036
16.94006612	0.15467845	0.00913092	-0.05903165
16.94256611	0.15461804	0.00912601	-0.05902294
16.94506611	0.15455765	0.00912110	-0.05901423
16.94756610	0.15449726	0.00911619	-0.05900552
16.95006610	0.15443690	0.00911129	-0.05899682
16.95256609	0.15437654	0.00910638	-0.05898812
16.95506609	0.15431620	0.00910148	-0.05897942
16.95756608	0.15425587	0.00909658	-0.05897073
16.96006608	0.15419555	0.00909168	-0.05896203
16.96256607	0.15413525	0.00908679	-0.05895334
16.96506607	0.15407497	0.00908190	-0.05894466
16.96756606	0.15401469	0.00907701	-0.05893597
16.97006606	0.15395443	0.00907212	-0.05892729
16.97256605	0.15389418	0.00906723	-0.05891861
16.97506605	0.15383395	0.00906235	-0.05890993
16.97756604	0.15377373	0.00905747	-0.05890126
16.98006604	0.15371352	0.00905259	-0.05889259
16.98256603	0.15365333	0.00904771	-0.05888392
16.98506603	0.15359315	0.00904284	-0.05887525
16.98756602	0.15353299	0.00903796	-0.05886659
16.99006602	0.15347283	0.00903309	-0.05885792
16.99256601	0.15341269	0.00902822	-0.05884926
16.99506601	0.15335257	0.00902336	-0.05884061
16.99756600	0.15329246	0.00901849	-0.05883195
17.00006600	0.15323236	0.00901363	-0.05882330
17.00256599	0.15317228	0.00900877	-0.05881465
17.00506599	0.15311221	0.00900392	-0.05880601
17.00756598	0.15305215	0.00899906	-0.05879736
17.01006598	0.15299211	0.00899421	-0.05878872
17.01256597	0.15293208	0.00898936	-0.05878008
17.01506597	0.15287206	0.00898451	-0.05877144
17.01756596	0.15281206	0.00897967	-0.05876281
17.02006596	0.15275207	0.00897482	-0.05875418
17.02256595	0.15269210	0.00896998	-0.05874555
17.02506595	0.15263213	0.00896514	-0.05873692
17.02756594	0.15257219	0.00896031	-0.05872830
17.03006594	0.15251225	0.00895547	-0.05871968
17.03256593	0.15245233	0.00895064	-0.05871106
17.03506593	0.15239243	0.00894581	-0.05870244
17.03756592	0.15233253	0.00894098	-0.05869383
17.04006592	0.15227265	0.00893615	-0.05868522
17.04256591	0.15221279	0.00893133	-0.05867661
17.04506591	0.15215294	0.00892651	-0.05866800
17.04756590	0.15209310	0.00892169	-0.05865940
17.05006590	0.15203328	0.00891687	-0.05865080
17.05256589	0.15197346	0.00891206	-0.05864220
17.05506589	0.15191367	0.00890725	-0.05863361
17.05756588	0.15185389	0.00890244	-0.05862501
17.06006588	0.15179412	0.00889763	-0.05861642
17.06256587	0.15173436	0.00889282	-0.05860783
17.06506587	0.15167462	0.00888802	-0.05859925
17.06756586	0.15161489	0.00888322	-0.05859066
17.07006586	0.15155518	0.00887842	-0.05858208
17.07256585	0.15149548	0.00887362	-0.05857350
17.07506585	0.15143579	0.00886883	-0.05856493
17.07756584	0.15137612	0.00886403	-0.05855635
17.08006584	0.15131646	0.00885924	-0.05854778
17.08256583	0.15125681	0.00885446	-0.05853922
17.08506583	0.15119718	0.00884967	-0.05853065
17.08756582	0.15113756	0.00884489	-0.05852209
17.09006582	0.15107796	0.00884010	-0.05851353
17.09256581	0.15101837	0.00883532	-0.05850497
17.09506581	0.15095879	0.00883055	-0.05849641
17.09756580	0.15089923	0.00882577	-0.05848786
17.10006580	0.15083968	0.00882100	-0.05847931
17.10256579	0.15078015	0.00881623	-0.05847076
17.10506579	0.15072063	0.00881146	-0.05846221
17.10756578	0.15066112	0.00880670	-0.05845367
17.11006578	0.15060163	0.00880193	-0.05844513
17.11256577	0.15054215	0.00879717	-0.05843659
17.11506577	0.15048268	0.00879241	-0.05842805
17.11756576	0.15042323	0.00878765	-0.05841952
17.12006576	0.15036379	0.00878290	-0.05841099
17.12256575	0.15030437	0.00877815	-0.05840246
17.12506575	0.15024496	0.00877339	-0.05839394
17.12756574	0.15018556	0.00876865	-0.05838541
17.13006574	0.15012618	0.00876390	-0.05837689
17.13256573	0.15006681	0.00875916	-0.05836837
17.13506573	0.15000746	0.00875441	-0.05835986
17.13756572	0.14994811	0.00874967	-0.05835134
17.14006572	0.14988879	0.00874494	-0.05834283
17.14256571	0.14982947	0.00874020	-0.05833433
17.14506571	0.14977018	0.00873547	-0.05832582
17.14756570	0.14971089	0.00873074	-0.05831732
17.15006570	0.14965162	0.00872601	-0.05830881
17.15256569	0.14959236	0.00872128	-0.05830032
17.15506569	0.14953312	0.00871656	-0.05829182
17.15756568	0.14947389	0.00871184	-0.05828333
17.16006568	0.14941467	0.00870712	-0.05827484
17.16256567	0.14935547	0.00870240	-0.05826635
17.16506567	0.14929629	0.00869768	-0.05825786
17.16756566	0.14923711	0.00869297	-0.05824938
17.17006566	0.14917795	0.00868826	-0.05824090
17.17256565	0.14911881	0.00868355	-0.05823242
17.17506565	0.14905968	0.00867884	-0.05822394
17.17756564	0.14900056	0.00867414	-0.05821547
17.18006564	0.14894145	0.00866943	-0.05820700
17.18256563	0.14888237	0.00866473	-0.05819853
17.18506563	0.14882329	0.00866004	-0.05819006
17.18756562	0.14876423	0.00865534	-0.05818160
17.19006562	0.14870518	0.00865065	-0.05817313
17.19256561	0.14864615	0.00864595	-0.05816468
17.19506561	0.14858713	0.00864127	-0.05815622
17.19756560	0.14852812	0.00863658	-0.05814776
17.20006560	0.14846913	0.00863189	-0.05813931
17.20256559	0.14841015	0.00862721	-0.05813086
17.20506559	0.14835119	0.00862253	-0.05812242
17.20756558	0.14829224	0.00861785	-0.05811397
17.21006558	0.14823330	0.00861317	-0.05810553
17.21256557	0.14817438	0.00860850	-0.05809709
17.21506557	0.14811547	0.00860383	-0.05808865
17.21756556	0.14805658	0.00859916	-0.05808022
17.22006556	0.14799770	0.00859449	-0.05807179
17.22256555	0.14793884	0.00858983	-0.05806336
17.22506555	0.14787999	0.00858516	-0.05805493
17.22756554	0.14782115	0.00858050	-0.05804651
17.23006554	0.14776233	0.00857584	-0.05803808
17.23256553	0.14770352	0.00857119	-0.05802966
17.23506553	0.14764472	0.00856653	-0.05802125
17.23756552	0.14758594	0.00856188	-0.05801283
17.24006552	0.14752717	0.00855723	-0.05800442
17.24256551	0.14746842	0.00855258	-0.05799601
17.24506551	0.14740968	0.00854793	-0.05798760
17.24756550	0.14735096	0.00854329	-0.05797920
17.25006550	0.14729225	0.00853865	-0.05797079
17.25256549	0.14723355	0.00853401	-0.05796239
17.25506549	0.14717487	0.00852937	-0.05795400
17.25756548	0.14711620	0.00852474	-0.05794560
17.26006548	0.14705755	0.00852010	-0.05793721
17.26256547	0.14699891	0.00851547	-0.05792882
17.26506547	0.14694028	0.00851084	-0.05792043
17.26756546	0.14688167	0.00850622	-0.05791204
17.27006546	0.14682308	0.00850159	-0.05790366
17.27256545	0.14676449	0.00849697	-0.05789528
17.27506545	0.14670592	0.00849235	-0.05788690
17.27756544	0.14664737	0.00848773	-0.05787852
17.28006544	0.14658883	0.00848312	-0.05787015
17.28256543	0.14653030	0.00847850	-0.05786178
17.28506543	0.14647179	0.00847389	-0.05785341
17.28756542	0.14641329	0.00846928	-0.05784505
17.29006542	0.14635481	0.00846468	-0.05783668
17.29256541	0.14629634	0.00846007	-0.05782832
17.29506541	0.14623788	0.00845547	-0.05781996
17.29756540	0.14617944	0.00845087	-0.05781160
17.30006540	0.14612101	0.00844627	-0.05780325
17.30256539	0.14606260	0.00844167	-0.05779490
17.30506539	0.14600420	0.00843708	-0.05778655
17.30756538	0.14594582	0.00843249	-0.05777820
17.31006538	0.14588745	0.00842790	-0.05776986
17.31256537	0.14582909	0.00842331	-0.05776151
17.31506537	0.14577075	0.00841872	-0.05775317
17.31756536	0.14571242	0.00841414	-0.05774484
17.32006536	0.14565411	0.00840956	-0.05773650
17.32256535	0.14559581	0.00840498	-0.05772817
17.32506535	0.14553753	0.00840040	-0.05771984
17.32756534	0.14547925	0.00839583	-0.05771151
17.33006534	0.14542100	0.00839126	-0.05770319
17.33256533	0.14536276	0.00838668	-0.05769486
17.33506533	0.14530453	0.00838212	-0.05768654
17.33756532	0.14524631	0.00837755	-0.05767823
17.34006532	0.14518812	0.00837299	-0.05766991
17.34256531	0.14512993	0.00836842	-0.05766160
17.34506531	0.14507176	0.00836386	-0.05765329
17.34756530	0.14501360	0.00835931	-0.05764498
17.35006530	0.14495546	0.00835475	-0.05763667
17.35256529	0.14489733	0.00835020	-0.05762837
17.35506529	0.14483922	0.00834565	-0.05762007
17.35756528	0.14478112	0.00834110	-0.05761177
17.36006528	0.14472303	0.00833655	-0.05760347
17.36256527	0.14466496	0.00833200	-0.05759518
17.36506527	0.14460691	0.00832746	-0.05758688
17.36756526	0.14454887	0.00832292	-0.05757859
17.37006526	0.14449084	0.00831838	-0.05757031
17.37256525	0.14443282	0.00831385	-0.05756202
