# l = 2
# n = 3
# E = -0.05555537
# r	u(r)	R(r)	V(r)
0.79259841	0.00344697	0.00434894	-1.26167297
0.79509841	0.00347679	0.00437278	-1.25770595
0.79759840	0.00350676	0.00439665	-1.25376379
0.80009840	0.00353689	0.00442057	-1.24984627
0.80259839	0.00356718	0.00444454	-1.24595315
0.80509839	0.00359762	0.00446854	-1.24208421
0.80759838	0.00362821	0.00449259	-1.23823923
0.81009838	0.00365896	0.00451668	-1.23441797
0.81259837	0.00368986	0.00454082	-1.23062023
0.81509837	0.00372092	0.00456499	-1.22684579
0.81759836	0.00375213	0.00458921	-1.22309442
0.82009836	0.00378350	0.00461348	-1.21936593
0.82259835	0.00381503	0.00463778	-1.21566010
0.82509835	0.00384671	0.00466213	-1.21197673
0.82759834	0.00387855	0.00468651	-1.20831561
0.83009834	0.00391055	0.00471094	-1.20467654
0.83259833	0.00394270	0.00473541	-1.20105933
0.83509833	0.00397501	0.00475993	-1.19746378
0.83759832	0.00400747	0.00478448	-1.19388968
0.84009832	0.00404009	0.00480907	-1.19033686
0.84259831	0.00407287	0.00483371	-1.18680513
0.84509831	0.00410581	0.00485838	-1.18329428
0.84759830	0.00413891	0.00488310	-1.17980415
0.85009830	0.00417216	0.00490786	-1.17633455
0.85259829	0.00420557	0.00493265	-1.17288529
0.85509829	0.00423914	0.00495749	-1.16945620
0.85759828	0.00427287	0.00498237	-1.16604711
0.86009828	0.00430675	0.00500728	-1.16265783
0.86259827	0.00434080	0.00503224	-1.15928820
0.86509827	0.00437500	0.00505723	-1.15593804
0.86759826	0.00440937	0.00508227	-1.15260719
0.87009826	0.00444389	0.00510734	-1.14929548
0.87259825	0.00447857	0.00513245	-1.14600275
0.87509825	0.00451341	0.00515760	-1.14272883
0.87759824	0.00454841	0.00518279	-1.13947356
0.88009824	0.00458357	0.00520802	-1.13623679
0.88259823	0.00461889	0.00523329	-1.13301835
0.88509823	0.00465437	0.00525859	-1.12981810
0.88759822	0.00469001	0.00528394	-1.12663587
0.89009822	0.00472581	0.00530932	-1.12347152
0.89259821	0.00476178	0.00533474	-1.12032489
0.89509821	0.00479790	0.00536019	-1.11719584
0.89759820	0.00483418	0.00538569	-1.11408422
0.90009820	0.00487063	0.00541122	-1.11098989
0.90259819	0.00490723	0.00543679	-1.10791270
0.90509819	0.00494400	0.00546239	-1.10485250
0.90759818	0.00498093	0.00548803	-1.10180917
0.91009818	0.00501802	0.00551371	-1.09878255
0.91259817	0.00505527	0.00553943	-1.09577252
0.91509817	0.00509269	0.00556518	-1.09277893
0.91759816	0.00513026	0.00559097	-1.08980166
0.92009816	0.00516800	0.00561679	-1.08684056
0.92259815	0.00520590	0.00564265	-1.08389551
0.92509815	0.00524396	0.00566855	-1.08096638
0.92759814	0.00528219	0.00569448	-1.07805304
0.93009814	0.00532058	0.00572045	-1.07515536
0.93259813	0.00535913	0.00574645	-1.07227321
0.93509813	0.00539784	0.00577249	-1.06940648
0.93759812	0.00543672	0.00579856	-1.06655503
0.94009812	0.00547576	0.00582467	-1.06371875
0.94259811	0.00551496	0.00585081	-1.06089752
0.94509811	0.00555433	0.00587699	-1.05809121
0.94759810	0.00559386	0.00590320	-1.05529970
0.95009810	0.00563355	0.00592944	-1.05252289
0.95259809	0.00567341	0.00595572	-1.04976065
0.95509809	0.00571343	0.00598204	-1.04701288
0.95759808	0.00575362	0.00600839	-1.04427945
0.96009808	0.00579397	0.00603477	-1.04156025
0.96259807	0.00583448	0.00606118	-1.03885518
0.96509807	0.00587516	0.00608763	-1.03616413
0.96759806	0.00591601	0.00611412	-1.03348698
0.97009806	0.00595701	0.00614063	-1.03082363
0.97259805	0.00599819	0.00616718	-1.02817397
0.97509805	0.00603952	0.00619376	-1.02553789
0.97759804	0.00608103	0.00622038	-1.02291530
0.98009804	0.00612270	0.00624702	-1.02030609
0.98259803	0.00616453	0.00627370	-1.01771016
0.98509803	0.00620653	0.00630041	-1.01512740
0.98759802	0.00624869	0.00632716	-1.01255772
0.99009802	0.00629102	0.00635394	-1.01000101
0.99259801	0.00633351	0.00638074	-1.00745718
0.99509801	0.00637617	0.00640758	-1.00492614
0.99759800	0.00641900	0.00643446	-1.00240778
1.00009800	0.00646199	0.00646136	-0.99990201
1.00259799	0.00650515	0.00648829	-0.99740874
1.00509799	0.00654848	0.00651526	-0.99492787
1.00759798	0.00659197	0.00654226	-0.99245931
1.01009798	0.00663562	0.00656929	-0.99000297
1.01259797	0.00667945	0.00659634	-0.98755876
1.01509797	0.00672343	0.00662343	-0.98512659
1.01759796	0.00676759	0.00665055	-0.98270637
1.02009796	0.00681191	0.00667771	-0.98029801
1.02259795	0.00685640	0.00670489	-0.97790143
1.02509795	0.00690106	0.00673210	-0.97551653
1.02759794	0.00694588	0.00675934	-0.97314325
1.03009794	0.00699087	0.00678661	-0.97078148
1.03259793	0.00703603	0.00681391	-0.96843114
1.03509793	0.00708135	0.00684124	-0.96609216
1.03759792	0.00712685	0.00686860	-0.96376446
1.04009792	0.00717251	0.00689599	-0.96144794
1.04259791	0.00721833	0.00692341	-0.95914253
1.04509791	0.00726433	0.00695086	-0.95684815
1.04759790	0.00731049	0.00697833	-0.95456472
1.05009790	0.00735682	0.00700584	-0.95229216
1.05259789	0.00740331	0.00703337	-0.95003040
1.05509789	0.00744998	0.00706094	-0.94777936
1.05759788	0.00749681	0.00708853	-0.94553896
1.06009788	0.00754381	0.00711615	-0.94330912
1.06259787	0.00759098	0.00714379	-0.94108978
1.06509787	0.00763832	0.00717147	-0.93888086
1.06759786	0.00768582	0.00719917	-0.93668228
1.07009786	0.00773349	0.00722690	-0.93449397
1.07259785	0.00778134	0.00725466	-0.93231587
1.07509785	0.00782934	0.00728245	-0.93014789
1.07759784	0.00787752	0.00731026	-0.92798998
1.08009784	0.00792587	0.00733810	-0.92584205
1.08259783	0.00797438	0.00736597	-0.92370405
1.08509783	0.00802307	0.00739387	-0.92157589
1.08759782	0.00807192	0.00742179	-0.91945752
1.09009782	0.00812094	0.00744974	-0.91734887
1.09259781	0.00817013	0.00747771	-0.91524986
1.09509781	0.00821949	0.00750571	-0.91316044
1.09759780	0.00826902	0.00753374	-0.91108054
1.10009780	0.00831871	0.00756180	-0.90901009
1.10259779	0.00836858	0.00758988	-0.90694903
1.10509779	0.00841861	0.00761798	-0.90489729
1.10759778	0.00846882	0.00764611	-0.90285482
1.11009778	0.00851919	0.00767427	-0.90082155
1.11259777	0.00856973	0.00770245	-0.89879741
1.11509777	0.00862045	0.00773066	-0.89678235
1.11759776	0.00867133	0.00775890	-0.89477631
1.12009776	0.00872238	0.00778716	-0.89277922
1.12259775	0.00877360	0.00781544	-0.89079102
1.12509775	0.00882499	0.00784375	-0.88881166
1.12759774	0.00887654	0.00787208	-0.88684108
1.13009774	0.00892827	0.00790044	-0.88487921
1.13259773	0.00898017	0.00792883	-0.88292601
1.13509773	0.00903224	0.00795723	-0.88098141
1.13759772	0.00908447	0.00798566	-0.87904536
1.14009772	0.00913688	0.00801412	-0.87711780
1.14259771	0.00918946	0.00804260	-0.87519867
1.14509771	0.00924220	0.00807111	-0.87328792
1.14759770	0.00929512	0.00809963	-0.87138550
1.15009770	0.00934821	0.00812818	-0.86949135
1.15259769	0.00940146	0.00815676	-0.86760541
1.15509769	0.00945489	0.00818536	-0.86572764
1.15759768	0.00950848	0.00821398	-0.86385798
1.16009768	0.00956225	0.00824263	-0.86199638
1.16259767	0.00961619	0.00827129	-0.86014278
1.16509767	0.00967029	0.00829998	-0.85829714
1.16759766	0.00972457	0.00832870	-0.85645940
1.17009766	0.00977902	0.00835744	-0.85462952
1.17259765	0.00983363	0.00838619	-0.85280744
1.17509765	0.00988842	0.00841498	-0.85099311
1.17759764	0.00994338	0.00844378	-0.84918648
1.18009764	0.00999850	0.00847261	-0.84738751
1.18259763	0.01005380	0.00850146	-0.84559614
1.18509763	0.01010927	0.00853033	-0.84381234
1.18759762	0.01016491	0.00855922	-0.84203604
1.19009762	0.01022071	0.00858813	-0.84026720
1.19259761	0.01027669	0.00861707	-0.83850579
1.19509761	0.01033284	0.00864602	-0.83675174
1.19759760	0.01038916	0.00867500	-0.83500501
1.20009760	0.01044565	0.00870400	-0.83326556
1.20259759	0.01050231	0.00873302	-0.83153334
1.20509759	0.01055914	0.00876207	-0.82980831
1.20759758	0.01061615	0.00879113	-0.82809043
1.21009758	0.01067332	0.00882021	-0.82637964
1.21259757	0.01073066	0.00884932	-0.82467590
1.21509757	0.01078817	0.00887844	-0.82297918
1.21759756	0.01084586	0.00890759	-0.82128942
1.22009756	0.01090371	0.00893675	-0.81960659
1.22259755	0.01096173	0.00896594	-0.81793064
1.22509755	0.01101993	0.00899514	-0.81626153
1.22759754	0.01107829	0.00902437	-0.81459922
1.23009754	0.01113683	0.00905362	-0.81294366
1.23259753	0.01119554	0.00908288	-0.81129482
1.23509753	0.01125441	0.00911217	-0.80965266
1.23759752	0.01131346	0.00914147	-0.80801713
1.24009752	0.01137268	0.00917079	-0.80638819
1.24259751	0.01143207	0.00920014	-0.80476581
1.24509751	0.01149163	0.00922950	-0.80314995
1.24759750	0.01155136	0.00925888	-0.80154056
1.25009750	0.01161126	0.00928828	-0.79993760
1.25259749	0.01167133	0.00931770	-0.79834105
1.25509749	0.01173157	0.00934714	-0.79675086
1.25759748	0.01179198	0.00937660	-0.79516698
1.26009748	0.01185257	0.00940607	-0.79358940
1.26259747	0.01191332	0.00943557	-0.79201806
1.26509747	0.01197424	0.00946508	-0.79045293
1.26759746	0.01203534	0.00949461	-0.78889397
1.27009746	0.01209660	0.00952415	-0.78734115
1.27259745	0.01215804	0.00955372	-0.78579444
1.27509745	0.01221965	0.00958330	-0.78425378
1.27759744	0.01228142	0.00961291	-0.78271916
1.28009744	0.01234337	0.00964252	-0.78119053
1.28259743	0.01240549	0.00967216	-0.77966786
1.28509743	0.01246778	0.00970182	-0.77815112
1.28759742	0.01253024	0.00973149	-0.77664026
1.29009742	0.01259287	0.00976117	-0.77513526
1.29259741	0.01265567	0.00979088	-0.77363608
1.29509741	0.01271864	0.00982060	-0.77214269
1.29759740	0.01278178	0.00985034	-0.77065506
1.30009740	0.01284509	0.00988010	-0.76917314
1.30259739	0.01290857	0.00990987	-0.76769691
1.30509739	0.01297222	0.00993966	-0.76622634
1.30759738	0.01303604	0.00996946	-0.76476139
1.31009738	0.01310004	0.00999928	-0.76330204
1.31259737	0.01316420	0.01002912	-0.76184824
1.31509737	0.01322853	0.01005898	-0.76039997
1.31759736	0.01329304	0.01008885	-0.75895719
1.32009736	0.01335771	0.01011873	-0.75751988
1.32259735	0.01342255	0.01014863	-0.75608801
1.32509735	0.01348757	0.01017855	-0.75466153
1.32759734	0.01355275	0.01020848	-0.75324043
1.33009734	0.01361811	0.01023843	-0.75182467
1.33259733	0.01368363	0.01026839	-0.75041423
1.33509733	0.01374933	0.01029837	-0.74900906
1.33759732	0.01381519	0.01032836	-0.74760915
1.34009732	0.01388123	0.01035837	-0.74621446
1.34259731	0.01394743	0.01038840	-0.74482497
1.34509731	0.01401381	0.01041843	-0.74344064
1.34759730	0.01408035	0.01044849	-0.74206144
1.35009730	0.01414707	0.01047855	-0.74068736
1.35259729	0.01421395	0.01050863	-0.73931835
1.35509729	0.01428101	0.01053873	-0.73795439
1.35759728	0.01434823	0.01056884	-0.73659546
1.36009728	0.01441562	0.01059897	-0.73524153
1.36259727	0.01448319	0.01062910	-0.73389256
1.36509727	0.01455092	0.01065926	-0.73254853
1.36759726	0.01461883	0.01068942	-0.73120942
1.37009726	0.01468690	0.01071960	-0.72987519
1.37259725	0.01475514	0.01074980	-0.72854583
1.37509725	0.01482355	0.01078000	-0.72722129
1.37759724	0.01489213	0.01081022	-0.72590157
1.38009724	0.01496089	0.01084046	-0.72458662
1.38259723	0.01502981	0.01087070	-0.72327644
1.38509723	0.01509890	0.01090097	-0.72197098
1.38759722	0.01516816	0.01093124	-0.72067022
