# l = 1
# n = 2
# E = -0.12499976
# r	u(r)	R(r)	V(r)
3.60509279	0.43741341	0.12133208	-0.27738537
3.60759278	0.43747309	0.12126454	-0.27719315
3.61009278	0.43753237	0.12119699	-0.27700119
3.61259277	0.43759123	0.12112941	-0.27680950
3.61509277	0.43764968	0.12106181	-0.27661807
3.61759276	0.43770772	0.12099419	-0.27642691
3.62009276	0.43776535	0.12092656	-0.27623602
3.62259275	0.43782257	0.12085890	-0.27604538
3.62509275	0.43787938	0.12079122	-0.27585501
3.62759274	0.43793578	0.12072353	-0.27566490
3.63009274	0.43799178	0.12065581	-0.27547506
3.63259273	0.43804736	0.12058807	-0.27528547
3.63509273	0.43810254	0.12052032	-0.27509615
3.63759272	0.43815731	0.12045255	-0.27490708
3.64009272	0.43821167	0.12038475	-0.27471828
3.64259271	0.43826562	0.12031694	-0.27452973
3.64509271	0.43831917	0.12024911	-0.27434144
3.64759270	0.43837231	0.12018127	-0.27415342
3.65009270	0.43842505	0.12011340	-0.27396564
3.65259269	0.43847738	0.12004552	-0.27377813
3.65509269	0.43852931	0.11997762	-0.27359087
3.65759268	0.43858083	0.11990970	-0.27340387
3.66009268	0.43863195	0.11984176	-0.27321713
3.66259267	0.43868267	0.11977381	-0.27303063
3.66509267	0.43873298	0.11970584	-0.27284440
3.66759266	0.43878289	0.11963785	-0.27265841
3.67009266	0.43883240	0.11956984	-0.27247268
3.67259265	0.43888151	0.11950182	-0.27228721
3.67509265	0.43893022	0.11943378	-0.27210198
3.67759264	0.43897852	0.11936573	-0.27191701
3.68009264	0.43902643	0.11929766	-0.27173229
3.68259263	0.43907393	0.11922957	-0.27154782
3.68509263	0.43912103	0.11916146	-0.27136360
3.68759262	0.43916774	0.11909334	-0.27117963
3.69009262	0.43921405	0.11902521	-0.27099591
3.69259261	0.43925996	0.11895706	-0.27081244
3.69509261	0.43930547	0.11888889	-0.27062921
3.69759260	0.43935058	0.11882071	-0.27044624
3.70009260	0.43939529	0.11875251	-0.27026351
3.70259259	0.43943961	0.11868430	-0.27008102
3.70509259	0.43948354	0.11861607	-0.26989879
3.70759258	0.43952706	0.11854783	-0.26971680
3.71009258	0.43957020	0.11847958	-0.26953505
3.71259257	0.43961293	0.11841131	-0.26935355
3.71509257	0.43965527	0.11834302	-0.26917230
3.71759256	0.43969722	0.11827472	-0.26899128
3.72009256	0.43973878	0.11820641	-0.26881052
3.72259255	0.43977994	0.11813808	-0.26862999
3.72509255	0.43982071	0.11806974	-0.26844971
3.72759254	0.43986108	0.11800138	-0.26826966
3.73009254	0.43990107	0.11793302	-0.26808986
3.73259253	0.43994066	0.11786464	-0.26791030
3.73509253	0.43997986	0.11779624	-0.26773098
3.73759252	0.44001867	0.11772783	-0.26755190
3.74009252	0.44005709	0.11765941	-0.26737306
3.74259251	0.44009512	0.11759098	-0.26719446
3.74509251	0.44013276	0.11752253	-0.26701610
3.74759250	0.44017001	0.11745407	-0.26683798
3.75009250	0.44020687	0.11738560	-0.26666009
3.75259249	0.44024335	0.11731712	-0.26648244
3.75509249	0.44027943	0.11724863	-0.26630503
3.75759248	0.44031513	0.11718012	-0.26612785
3.76009248	0.44035045	0.11711160	-0.26595091
3.76259247	0.44038537	0.11704307	-0.26577420
3.76509247	0.44041991	0.11697453	-0.26559773
3.76759246	0.44045406	0.11690597	-0.26542149
3.77009246	0.44048783	0.11683741	-0.26524548
3.77259245	0.44052122	0.11676883	-0.26506971
3.77509245	0.44055422	0.11670025	-0.26489417
3.77759244	0.44058683	0.11663165	-0.26471887
3.78009244	0.44061906	0.11656304	-0.26454380
3.78259243	0.44065091	0.11649442	-0.26436895
3.78509243	0.44068238	0.11642579	-0.26419434
3.78759242	0.44071346	0.11635715	-0.26401996
3.79009242	0.44074417	0.11628850	-0.26384581
3.79259241	0.44077449	0.11621984	-0.26367189
3.79509241	0.44080443	0.11615117	-0.26349820
3.79759240	0.44083399	0.11608249	-0.26332473
3.80009240	0.44086316	0.11601380	-0.26315150
3.80259239	0.44089196	0.11594510	-0.26297849
3.80509239	0.44092038	0.11587639	-0.26280571
3.80759238	0.44094842	0.11580768	-0.26263315
3.81009238	0.44097609	0.11573895	-0.26246083
3.81259237	0.44100337	0.11567021	-0.26228873
3.81509237	0.44103028	0.11560147	-0.26211685
3.81759236	0.44105681	0.11553271	-0.26194520
3.82009236	0.44108296	0.11546395	-0.26177378
3.82259235	0.44110874	0.11539518	-0.26160257
3.82509235	0.44113414	0.11532640	-0.26143160
3.82759234	0.44115917	0.11525762	-0.26126084
3.83009234	0.44118382	0.11518882	-0.26109031
3.83259233	0.44120809	0.11512002	-0.26092000
3.83509233	0.44123200	0.11505121	-0.26074992
3.83759232	0.44125552	0.11498239	-0.26058005
3.84009232	0.44127868	0.11491356	-0.26041041
3.84259231	0.44130146	0.11484473	-0.26024098
3.84509231	0.44132387	0.11477588	-0.26007178
3.84759230	0.44134591	0.11470704	-0.25990280
3.85009230	0.44136757	0.11463818	-0.25973403
3.85259229	0.44138887	0.11456932	-0.25956549
3.85509229	0.44140979	0.11450045	-0.25939716
3.85759228	0.44143035	0.11443157	-0.25922905
3.86009228	0.44145053	0.11436269	-0.25906116
3.86259227	0.44147035	0.11429380	-0.25889349
3.86509227	0.44148979	0.11422490	-0.25872604
3.86759226	0.44150887	0.11415600	-0.25855880
3.87009226	0.44152758	0.11408709	-0.25839177
3.87259225	0.44154592	0.11401818	-0.25822497
3.87509225	0.44156389	0.11394926	-0.25805837
3.87759224	0.44158150	0.11388033	-0.25789200
3.88009224	0.44159874	0.11381140	-0.25772583
3.88259223	0.44161562	0.11374247	-0.25755988
3.88509223	0.44163212	0.11367352	-0.25739415
3.88759222	0.44164827	0.11360458	-0.25722862
3.89009222	0.44166405	0.11353562	-0.25706331
3.89259221	0.44167946	0.11346667	-0.25689822
3.89509221	0.44169451	0.11339770	-0.25673333
3.89759220	0.44170920	0.11332874	-0.25656866
3.90009220	0.44172353	0.11325977	-0.25640419
3.90259219	0.44173749	0.11319079	-0.25623994
3.90509219	0.44175109	0.11312181	-0.25607590
3.90759218	0.44176433	0.11305282	-0.25591207
3.91009218	0.44177720	0.11298383	-0.25574845
3.91259217	0.44178972	0.11291484	-0.25558503
3.91509217	0.44180188	0.11284584	-0.25542183
3.91759216	0.44181367	0.11277684	-0.25525883
3.92009216	0.44182511	0.11270784	-0.25509604
3.92259215	0.44183619	0.11263883	-0.25493346
3.92509215	0.44184691	0.11256982	-0.25477109
3.92759214	0.44185727	0.11250080	-0.25460892
3.93009214	0.44186727	0.11243178	-0.25444696
3.93259213	0.44187691	0.11236276	-0.25428521
3.93509213	0.44188620	0.11229374	-0.25412366
3.93759212	0.44189513	0.11222471	-0.25396231
3.94009212	0.44190371	0.11215568	-0.25380117
3.94259211	0.44191193	0.11208665	-0.25364024
3.94509211	0.44191979	0.11201761	-0.25347951
3.94759210	0.44192730	0.11194857	-0.25331898
3.95009210	0.44193446	0.11187953	-0.25315865
3.95259209	0.44194126	0.11181049	-0.25299853
3.95509209	0.44194771	0.11174145	-0.25283861
3.95759208	0.44195380	0.11167240	-0.25267890
3.96009208	0.44195955	0.11160335	-0.25251938
3.96259207	0.44196494	0.11153430	-0.25236007
3.96509207	0.44196998	0.11146525	-0.25220095
3.96759206	0.44197466	0.11139620	-0.25204204
3.97009206	0.44197900	0.11132714	-0.25188333
3.97259205	0.44198298	0.11125809	-0.25172481
3.97509205	0.44198662	0.11118903	-0.25156650
3.97759204	0.44198991	0.11111997	-0.25140839
3.98009204	0.44199284	0.11105091	-0.25125047
3.98259203	0.44199543	0.11098185	-0.25109275
3.98509203	0.44199767	0.11091279	-0.25093523
3.98759202	0.44199956	0.11084373	-0.25077791
3.99009202	0.44200111	0.11077467	-0.25062079
3.99259201	0.44200231	0.11070560	-0.25046386
3.99509201	0.44200316	0.11063654	-0.25030713
3.99759200	0.44200366	0.11056748	-0.25015059
4.00009200	0.44200382	0.11049841	-0.24999425
4.00259199	0.44200363	0.11042935	-0.24983811
4.00509199	0.44200310	0.11036029	-0.24968216
4.00759198	0.44200223	0.11029122	-0.24952640
4.01009198	0.44200101	0.11022216	-0.24937084
4.01259197	0.44199944	0.11015310	-0.24921547
4.01509197	0.44199754	0.11008404	-0.24906030
4.01759196	0.44199529	0.11001498	-0.24890532
4.02009196	0.44199270	0.10994592	-0.24875053
4.02259195	0.44198976	0.10987686	-0.24859593
4.02509195	0.44198649	0.10980780	-0.24844153
4.02759194	0.44198287	0.10973874	-0.24828732
4.03009194	0.44197892	0.10966969	-0.24813330
4.03259193	0.44197462	0.10960063	-0.24797947
4.03509193	0.44196999	0.10953158	-0.24782583
4.03759192	0.44196501	0.10946253	-0.24767238
4.04009192	0.44195970	0.10939348	-0.24751912
4.04259191	0.44195404	0.10932443	-0.24736605
4.04509191	0.44194805	0.10925538	-0.24721317
4.04759190	0.44194173	0.10918634	-0.24706048
4.05009190	0.44193506	0.10911729	-0.24690798
4.05259189	0.44192806	0.10904825	-0.24675566
4.05509189	0.44192072	0.10897921	-0.24660354
4.05759188	0.44191305	0.10891018	-0.24645160
4.06009188	0.44190504	0.10884114	-0.24629984
4.06259187	0.44189670	0.10877211	-0.24614828
4.06509187	0.44188802	0.10870308	-0.24599690
4.06759186	0.44187900	0.10863406	-0.24584571
4.07009186	0.44186966	0.10856503	-0.24569470
4.07259185	0.44185998	0.10849601	-0.24554388
4.07509185	0.44184997	0.10842700	-0.24539324
4.07759184	0.44183962	0.10835798	-0.24524279
4.08009184	0.44182894	0.10828897	-0.24509252
4.08259183	0.44181794	0.10821996	-0.24494244
4.08509183	0.44180660	0.10815096	-0.24479254
4.08759182	0.44179493	0.10808196	-0.24464282
4.09009182	0.44178293	0.10801296	-0.24449329
4.09259181	0.44177060	0.10794397	-0.24434394
4.09509181	0.44175794	0.10787498	-0.24419477
4.09759180	0.44174495	0.10780599	-0.24404578
4.10009180	0.44173163	0.10773701	-0.24389698
4.10259179	0.44171799	0.10766803	-0.24374835
4.10509179	0.44170402	0.10759906	-0.24359991
4.10759178	0.44168972	0.10753009	-0.24345165
4.11009178	0.44167509	0.10746113	-0.24330357
4.11259177	0.44166014	0.10739217	-0.24315567
4.11509177	0.44164486	0.10732321	-0.24300795
4.11759176	0.44162926	0.10725426	-0.24286040
4.12009176	0.44161333	0.10718531	-0.24271304
4.12259175	0.44159708	0.10711637	-0.24256586
4.12509175	0.44158050	0.10704744	-0.24241885
4.12759174	0.44156360	0.10697851	-0.24227202
4.13009174	0.44154637	0.10690958	-0.24212537
4.13259173	0.44152883	0.10684066	-0.24197890
4.13509173	0.44151096	0.10677174	-0.24183260
4.13759172	0.44149276	0.10670283	-0.24168648
4.14009172	0.44147425	0.10663393	-0.24154054
4.14259171	0.44145542	0.10656503	-0.24139478
4.14509171	0.44143626	0.10649614	-0.24124919
4.14759170	0.44141678	0.10642725	-0.24110377
4.15009170	0.44139699	0.10635837	-0.24095853
4.15259169	0.44137687	0.10628949	-0.24081347
4.15509169	0.44135644	0.10622063	-0.24066858
4.15759168	0.44133569	0.10615176	-0.24052386
4.16009168	0.44131462	0.10608291	-0.24037932
4.16259167	0.44129323	0.10601406	-0.24023495
4.16509167	0.44127152	0.10594521	-0.24009075
4.16759166	0.44124950	0.10587638	-0.23994673
4.17009166	0.44122716	0.10580754	-0.23980288
4.17259165	0.44120450	0.10573872	-0.23965921
4.17509165	0.44118153	0.10566990	-0.23951570
4.17759164	0.44115825	0.10560109	-0.23937237
4.18009164	0.44113465	0.10553229	-0.23922921
4.18259163	0.44111073	0.10546349	-0.23908621
4.18509163	0.44108650	0.10539471	-0.23894339
4.18759162	0.44106196	0.10532592	-0.23880075
4.19009162	0.44103710	0.10525715	-0.23865827
4.19259161	0.44101194	0.10518838	-0.23851596
4.19509161	0.44098646	0.10511962	-0.23837382
4.19759160	0.44096067	0.10505087	-0.23823185
4.20009160	0.44093456	0.10498213	-0.23809005
4.20259159	0.44090815	0.10491339	-0.23794841
4.20509159	0.44088142	0.10484467	-0.23780695
4.20759158	0.44085439	0.10477595	-0.23766565
4.21009158	0.44082704	0.10470723	-0.23752452
4.21259157	0.44079939	0.10463853	-0.23738356
4.21509157	0.44077143	0.10456983	-0.23724277
4.21759156	0.44074316	0.10450115	-0.23710214
4.22009156	0.44071458	0.10443247	-0.23696168
4.22259155	0.44068570	0.10436380	-0.23682139
4.22509155	0.44065650	0.10429514	-0.23668126
4.22759154	0.44062700	0.10422648	-0.23654130
4.23009154	0.44059720	0.10415784	-0.23640150
4.23259153	0.44056709	0.10408920	-0.23626187
4.23509153	0.44053667	0.10402058	-0.23612241
4.23759152	0.44050595	0.10395196	-0.23598310
4.24009152	0.44047492	0.10388335	-0.23584397
4.24259151	0.44044359	0.10381475	-0.23570499
4.24509151	0.44041196	0.10374616	-0.23556618
4.24759150	0.44038002	0.10367758	-0.23542754
4.25009150	0.44034778	0.10360901	-0.23528905
4.25259149	0.44031524	0.10354045	-0.23515073
4.25509149	0.44028240	0.10347190	-0.23501257
4.25759148	0.44024925	0.10340336	-0.23487458
4.26009148	0.44021581	0.10333482	-0.23473674
4.26259147	0.44018206	0.10326630	-0.23459907
4.26509147	0.44014801	0.10319779	-0.23446156
4.26759146	0.44011367	0.10312929	-0.23432421
4.27009146	0.44007902	0.10306079	-0.23418702
4.27259145	0.44004407	0.10299231	-0.23404999
4.27509145	0.44000883	0.10292384	-0.23391312
4.27759144	0.43997329	0.10285538	-0.23377642
4.28009144	0.43993745	0.10278693	-0.23363987
4.28259143	0.43990131	0.10271849	-0.23350348
4.28509143	0.43986488	0.10265006	-0.23336725
4.28759142	0.43982815	0.10258164	-0.23323118
4.29009142	0.43979112	0.10251323	-0.23309527
4.29259141	0.43975380	0.10244483	-0.23295951
4.29509141	0.43971618	0.10237644	-0.23282392
4.29759140	0.43967827	0.10230807	-0.23268848
4.30009140	0.43964007	0.10223970	-0.23255320
4.30259139	0.43960157	0.10217135	-0.23241807
4.30509139	0.43956277	0.10210301	-0.23228311
4.30759138	0.43952369	0.10203468	-0.23214830
4.31009138	0.43948431	0.10196636	-0.23201364
4.31259137	0.43944464	0.10189805	-0.23187914
4.31509137	0.43940468	0.10182975	-0.23174480
4.31759136	0.43936442	0.10176146	-0.23161062
4.32009136	0.43932388	0.10169319	-0.23147659
4.32259135	0.43928304	0.10162493	-0.23134271
4.32509135	0.43924192	0.10155668	-0.23120899
4.32759134	0.43920050	0.10148844	-0.23107542
4.33009134	0.43915880	0.10142022	-0.23094201
4.33259133	0.43911681	0.10135200	-0.23080875
4.33509133	0.43907452	0.10128380	-0.23067565
4.33759132	0.43903196	0.10121561	-0.23054270
4.34009132	0.43898910	0.10114743	-0.23040990
4.34259131	0.43894595	0.10107927	-0.23027725
4.34509131	0.43890252	0.10101112	-0.23014476
4.34759130	0.43885881	0.10094298	-0.23001242
4.35009130	0.43881480	0.10087485	-0.22988023
4.35259129	0.43877052	0.10080673	-0.22974820
4.35509129	0.43872594	0.10073863	-0.22961631
4.35759128	0.43868109	0.10067054	-0.22948458
4.36009128	0.43863594	0.10060247	-0.22935300
4.36259127	0.43859052	0.10053441	-0.22922157
4.36509127	0.43854481	0.10046636	-0.22909028
4.36759126	0.43849882	0.10039832	-0.22895915
4.37009126	0.43845254	0.10033029	-0.22882817
4.37259125	0.43840599	0.10026228	-0.22869734
4.37509125	0.43835915	0.10019429	-0.22856666
4.37759124	0.43831203	0.10012630	-0.22843613
4.38009124	0.43826463	0.10005833	-0.22830575
4.38259123	0.43821695	0.09999038	-0.22817551
4.38509123	0.43816899	0.09992243	-0.22804543
4.38759122	0.43812075	0.09985451	-0.22791549
4.39009122	0.43807223	0.09978659	-0.22778570
4.39259121	0.43802343	0.09971869	-0.22765606
4.39509121	0.43797436	0.09965080	-0.22752656
4.39759120	0.43792500	0.09958293	-0.22739722
4.40009120	0.43787537	0.09951507	-0.22726802
4.40259119	0.43782546	0.09944722	-0.22713896
4.40509119	0.43777528	0.09937939	-0.22701006
4.40759118	0.43772482	0.09931157	-0.22688130
4.41009118	0.43767408	0.09924377	-0.22675268
4.41259117	0.43762307	0.09917598	-0.22662421
4.41509117	0.43757178	0.09910821	-0.22649589
4.41759116	0.43752022	0.09904045	-0.22636771
4.42009116	0.43746838	0.09897271	-0.22623968
4.42259115	0.43741627	0.09890498	-0.22611179
4.42509115	0.43736389	0.09883726	-0.22598405
4.42759114	0.43731123	0.09876956	-0.22585645
4.43009114	0.43725830	0.09870188	-0.22572899
4.43259113	0.43720510	0.09863421	-0.22560168
4.43509113	0.43715163	0.09856655	-0.22547451
4.43759112	0.43709789	0.09849891	-0.22534749
4.44009112	0.43704387	0.09843128	-0.22522060
4.44259111	0.43698959	0.09836367	-0.22509386
4.44509111	0.43693503	0.09829608	-0.22496727
4.44759110	0.43688021	0.09822850	-0.22484081
4.45009110	0.43682512	0.09816094	-0.22471450
4.45259109	0.43676975	0.09809339	-0.22458833
4.45509109	0.43671412	0.09802586	-0.22446230
4.45759108	0.43665822	0.09795834	-0.22433641
4.46009108	0.43660206	0.09789084	-0.22421067
4.46259107	0.43654563	0.09782335	-0.22408506
4.46509107	0.43648893	0.09775588	-0.22395960
4.46759106	0.43643196	0.09768843	-0.22383427
4.47009106	0.43637473	0.09762099	-0.22370909
4.47259105	0.43631723	0.09755357	-0.22358405
4.47509105	0.43625947	0.09748617	-0.22345914
4.47759104	0.43620144	0.09741878	-0.22333438
4.48009104	0.43614315	0.09735140	-0.22320975
4.48259103	0.43608460	0.09728405	-0.22308526
4.48509103	0.43602578	0.09721671	-0.22296092
4.48759102	0.43596670	0.09714938	-0.22283671
4.49009102	0.43590735	0.09708207	-0.22271263
4.49259101	0.43584775	0.09701478	-0.22258870
4.49509101	0.43578788	0.09694751	-0.22246491
4.49759100	0.43572775	0.09688025	-0.22234125
4.50009100	0.43566736	0.09681301	-0.22221773
4.50259099	0.43560671	0.09674579	-0.22209435
4.50509099	0.43554580	0.09667858	-0.22197110
4.50759098	0.43548463	0.09661139	-0.22184799
4.51009098	0.43542320	0.09654422	-0.22172502
4.51259097	0.43536151	0.09647706	-0.22160218
4.51509097	0.43529956	0.09640992	-0.22147948
4.51759096	0.43523736	0.09634280	-0.22135692
4.52009096	0.43517490	0.09627569	-0.22123449
4.52259095	0.43511218	0.09620861	-0.22111219
4.52509095	0.43504920	0.09614154	-0.22099003
4.52759094	0.43498597	0.09607448	-0.22086801
4.53009094	0.43492248	0.09600745	-0.22074612
4.53259093	0.43485873	0.09594043	-0.22062437
4.53509093	0.43479473	0.09587343	-0.22050275
4.53759092	0.43473048	0.09580645	-0.22038126
4.54009092	0.43466597	0.09573949	-0.22025991
4.54259091	0.43460120	0.09567254	-0.22013869
4.54509091	0.43453619	0.09560561	-0.22001760
4.54759090	0.43447092	0.09553870	-0.21989665
4.55009090	0.43440540	0.09547181	-0.21977583
4.55259089	0.43433962	0.09540493	-0.21965514
4.55509089	0.43427359	0.09533807	-0.21953459
4.55759088	0.43420732	0.09527124	-0.21941417
4.56009088	0.43414079	0.09520442	-0.21929388
4.56259087	0.43407400	0.09513761	-0.21917372
4.56509087	0.43400697	0.09507083	-0.21905369
4.56759086	0.43393969	0.09500406	-0.21893379
4.57009086	0.43387216	0.09493732	-0.21881403
4.57259085	0.43380438	0.09487059	-0.21869440
4.57509085	0.43373636	0.09480388	-0.21857489
4.57759084	0.43366808	0.09473719	-0.21845552
4.58009084	0.43359956	0.09467051	-0.21833628
4.58259083	0.43353078	0.09460386	-0.21821717
4.58509083	0.43346176	0.09453723	-0.21809819
4.58759082	0.43339250	0.09447061	-0.21797934
4.59009082	0.43332299	0.09440401	-0.21786061
4.59259081	0.43325323	0.09433743	-0.21774202
4.59509081	0.43318323	0.09427087	-0.21762356
4.59759080	0.43311298	0.09420433	-0.21750522
4.60009080	0.43304248	0.09413781	-0.21738701
4.60259079	0.43297175	0.09407131	-0.21726893
4.60509079	0.43290077	0.09400483	-0.21715098
4.60759078	0.43282954	0.09393836	-0.21703316
4.61009078	0.43275807	0.09387192	-0.21691547
4.61259077	0.43268636	0.09380550	-0.21679790
4.61509077	0.43261441	0.09373909	-0.21668046
4.61759076	0.43254222	0.09367270	-0.21656315
4.62009076	0.43246978	0.09360634	-0.21644596
4.62259075	0.43239710	0.09353999	-0.21632891
4.62509075	0.43232418	0.09347367	-0.21621197
4.62759074	0.43225103	0.09340736	-0.21609517
4.63009074	0.43217763	0.09334107	-0.21597849
4.63259073	0.43210399	0.09327480	-0.21586193
4.63509073	0.43203011	0.09320856	-0.21574551
4.63759072	0.43195600	0.09314233	-0.21562920
4.64009072	0.43188164	0.09307612	-0.21551303
4.64259071	0.43180705	0.09300993	-0.21539698
4.64509071	0.43173222	0.09294377	-0.21528105
4.64759070	0.43165716	0.09287762	-0.21516525
4.65009070	0.43158186	0.09281149	-0.21504957
4.65259069	0.43150632	0.09274539	-0.21493402
4.65509069	0.43143054	0.09267930	-0.21481859
4.65759068	0.43135453	0.09261323	-0.21470328
4.66009068	0.43127828	0.09254719	-0.21458810
4.66259067	0.43120180	0.09248116	-0.21447304
4.66509067	0.43112509	0.09241516	-0.21435811
4.66759066	0.43104814	0.09234917	-0.21424329
4.67009066	0.43097096	0.09228321	-0.21412861
4.67259065	0.43089354	0.09221727	-0.21401404
4.67509065	0.43081589	0.09215135	-0.21389960
4.67759064	0.43073801	0.09208544	-0.21378527
4.68009064	0.43065990	0.09201956	-0.21367108
4.68259063	0.43058156	0.09195370	-0.21355700
4.68509063	0.43050298	0.09188787	-0.21344304
4.68759062	0.43042418	0.09182205	-0.21332921
4.69009062	0.43034514	0.09175625	-0.21321550
4.69259061	0.43026587	0.09169048	-0.21310191
4.69509061	0.43018638	0.09162472	-0.21298843
4.69759060	0.43010665	0.09155899	-0.21287509
4.70009060	0.43002670	0.09149328	-0.21276186
4.70259059	0.42994652	0.09142759	-0.21264875
4.70509059	0.42986611	0.09136192	-0.21253576
4.70759058	0.42978547	0.09129627	-0.21242289
4.71009058	0.42970460	0.09123065	-0.21231014
4.71259057	0.42962351	0.09116504	-0.21219751
4.71509057	0.42954219	0.09109946	-0.21208500
4.71759056	0.42946065	0.09103390	-0.21197261
4.72009056	0.42937888	0.09096836	-0.21186034
4.72259055	0.42929688	0.09090284	-0.21174819
4.72509055	0.42921466	0.09083734	-0.21163616
4.72759054	0.42913222	0.09077187	-0.21152424
4.73009054	0.42904955	0.09070641	-0.21141244
4.73259053	0.42896665	0.09064098	-0.21130076
4.73509053	0.42888354	0.09057557	-0.21118920
4.73759052	0.42880020	0.09051019	-0.21107776
4.74009052	0.42871664	0.09044482	-0.21096644
4.74259051	0.42863285	0.09037948	-0.21085523
4.74509051	0.42854885	0.09031416	-0.21074414
4.74759050	0.42846462	0.09024886	-0.21063316
4.75009050	0.42838017	0.09018358	-0.21052230
4.75259049	0.42829550	0.09011833	-0.21041156
4.75509049	0.42821061	0.09005309	-0.21030094
4.75759048	0.42812550	0.08998788	-0.21019043
4.76009048	0.42804018	0.08992270	-0.21008004
4.76259047	0.42795463	0.08985753	-0.20996976
4.76509047	0.42786886	0.08979239	-0.20985960
4.76759046	0.42778288	0.08972727	-0.20974956
4.77009046	0.42769667	0.08966217	-0.20963963
4.77259045	0.42761025	0.08959710	-0.20952982
4.77509045	0.42752362	0.08953205	-0.20942012
4.77759044	0.42743676	0.08946702	-0.20931053
4.78009044	0.42734969	0.08940201	-0.20920106
4.78259043	0.42726241	0.08933703	-0.20909171
4.78509043	0.42717491	0.08927207	-0.20898247
4.78759042	0.42708719	0.08920713	-0.20887334
4.79009042	0.42699926	0.08914221	-0.20876433
4.79259041	0.42691111	0.08907732	-0.20865543
4.79509041	0.42682275	0.08901245	-0.20854664
4.79759040	0.42673417	0.08894760	-0.20843797
4.80009040	0.42664539	0.08888278	-0.20832941
4.80259039	0.42655639	0.08881798	-0.20822096
4.80509039	0.42646717	0.08875321	-0.20811263
4.80759038	0.42637775	0.08868845	-0.20800441
4.81009038	0.42628811	0.08862372	-0.20789630
4.81259037	0.42619826	0.08855901	-0.20778831
4.81509037	0.42610820	0.08849433	-0.20768042
4.81759036	0.42601793	0.08842967	-0.20757265
4.82009036	0.42592745	0.08836503	-0.20746499
4.82259035	0.42583676	0.08830042	-0.20735744
4.82509035	0.42574586	0.08823583	-0.20725001
4.82759034	0.42565475	0.08817127	-0.20714268
4.83009034	0.42556344	0.08810672	-0.20703547
4.83259033	0.42547191	0.08804221	-0.20692836
4.83509033	0.42538018	0.08797771	-0.20682137
4.83759032	0.42528823	0.08791324	-0.20671449
4.84009032	0.42519608	0.08784879	-0.20660771
4.84259031	0.42510373	0.08778437	-0.20650105
4.84509031	0.42501117	0.08771997	-0.20639450
4.84759030	0.42491840	0.08765559	-0.20628806
4.85009030	0.42482542	0.08759124	-0.20618173
4.85259029	0.42473224	0.08752691	-0.20607551
4.85509029	0.42463886	0.08746261	-0.20596939
4.85759028	0.42454527	0.08739833	-0.20586339
4.86009028	0.42445148	0.08733407	-0.20575749
4.86259027	0.42435748	0.08726984	-0.20565171
4.86509027	0.42426328	0.08720563	-0.20554603
4.86759026	0.42416888	0.08714145	-0.20544046
4.87009026	0.42407427	0.08707729	-0.20533500
4.87259025	0.42397946	0.08701316	-0.20522965
4.87509025	0.42388445	0.08694905	-0.20512441
4.87759024	0.42378924	0.08688496	-0.20501927
4.88009024	0.42369382	0.08682090	-0.20491424
4.88259023	0.42359821	0.08675686	-0.20480932
4.88509023	0.42350239	0.08669285	-0.20470451
4.88759022	0.42340638	0.08662886	-0.20459980
4.89009022	0.42331016	0.08656490	-0.20449520
4.89259021	0.42321375	0.08650096	-0.20439071
4.89509021	0.42311714	0.08643705	-0.20428633
4.89759020	0.42302033	0.08637316	-0.20418205
4.90009020	0.42292332	0.08630929	-0.20407788
4.90259019	0.42282611	0.08624545	-0.20397381
4.90509019	0.42272870	0.08618164	-0.20386985
4.90759018	0.42263110	0.08611785	-0.20376600
4.91009018	0.42253330	0.08605408	-0.20366225
4.91259017	0.42243530	0.08599034	-0.20355860
4.91509017	0.42233711	0.08592663	-0.20345507
4.91759016	0.42223872	0.08586294	-0.20335163
4.92009016	0.42214014	0.08579927	-0.20324831
4.92259015	0.42204136	0.08573563	-0.20314509
4.92509015	0.42194239	0.08567201	-0.20304197
4.92759014	0.42184323	0.08560842	-0.20293896
4.93009014	0.42174387	0.08554486	-0.20283605
4.93259013	0.42164431	0.08548132	-0.20273324
4.93509013	0.42154457	0.08541780	-0.20263054
4.93759012	0.42144463	0.08535432	-0.20252795
4.94009012	0.42134449	0.08529085	-0.20242546
4.94259011	0.42124417	0.08522741	-0.20232307
4.94509011	0.42114366	0.08516400	-0.20222078
4.94759010	0.42104295	0.08510061	-0.20211860
4.95009010	0.42094205	0.08503725	-0.20201652
4.95259009	0.42084096	0.08497391	-0.20191455
4.95509009	0.42073969	0.08491060	-0.20181268
4.95759008	0.42063822	0.08484732	-0.20171091
4.96009008	0.42053656	0.08478406	-0.20160924
4.96259007	0.42043471	0.08472082	-0.20150768
4.96509007	0.42033268	0.08465761	-0.20140622
4.96759006	0.42023046	0.08459443	-0.20130486
4.97009006	0.42012805	0.08453127	-0.20120360
4.97259005	0.42002545	0.08446814	-0.20110244
4.97509005	0.41992266	0.08440504	-0.20100139
4.97759004	0.41981969	0.08434196	-0.20090043
4.98009004	0.41971653	0.08427890	-0.20079958
4.98259003	0.41961318	0.08421588	-0.20069883
4.98509003	0.41950965	0.08415287	-0.20059818
4.98759002	0.41940593	0.08408990	-0.20049763
4.99009002	0.41930203	0.08402695	-0.20039719
4.99259001	0.41919795	0.08396402	-0.20029684
4.99509001	0.41909368	0.08390113	-0.20019659
4.99759000	0.41898922	0.08383825	-0.20009645
