# l = 3
# n = 4
# E = -0.03124899
# r	u(r)	R(r)	V(r)
0.21259957	0.00000043	0.00000201	-4.70367826
0.21509957	0.00000045	0.00000208	-4.64900976
0.21759956	0.00000047	0.00000215	-4.59559742
0.22009956	0.00000049	0.00000222	-4.54339845
0.22259955	0.00000051	0.00000230	-4.49237196
0.22509955	0.00000053	0.00000237	-4.44247889
0.22759954	0.00000056	0.00000245	-4.39368189
0.23009954	0.00000058	0.00000253	-4.34594524
0.23259953	0.00000061	0.00000261	-4.29923473
0.23509953	0.00000063	0.00000270	-4.25351765
0.23759952	0.00000066	0.00000278	-4.20876262
0.24009952	0.00000069	0.00000287	-4.16493961
0.24259951	0.00000072	0.00000296	-4.12201978
0.24509951	0.00000075	0.00000305	-4.07997552
0.24759950	0.00000078	0.00000314	-4.03878029
0.25009950	0.00000081	0.00000324	-3.99840863
0.25259949	0.00000084	0.00000333	-3.95883610
0.25509949	0.00000087	0.00000343	-3.92003920
0.25759948	0.00000091	0.00000353	-3.88199534
0.26009948	0.00000094	0.00000363	-3.84468281
0.26259947	0.00000098	0.00000373	-3.80808073
0.26509947	0.00000102	0.00000384	-3.77216899
0.26759946	0.00000106	0.00000395	-3.73692825
0.27009946	0.00000110	0.00000405	-3.70233987
0.27259945	0.00000114	0.00000417	-3.66838591
0.27509945	0.00000118	0.00000428	-3.63504907
0.27759944	0.00000122	0.00000439	-3.60231268
0.28009944	0.00000126	0.00000451	-3.57016065
0.28259943	0.00000131	0.00000463	-3.53857749
0.28509943	0.00000135	0.00000475	-3.50754823
0.28759942	0.00000140	0.00000487	-3.47705841
0.29009942	0.00000145	0.00000500	-3.44709410
0.29259941	0.00000150	0.00000513	-3.41764183
0.29509941	0.00000155	0.00000526	-3.38868858
0.29759940	0.00000160	0.00000539	-3.36022177
0.30009940	0.00000166	0.00000552	-3.33222925
0.30259939	0.00000171	0.00000566	-3.30469927
0.30509939	0.00000177	0.00000579	-3.27762045
0.30759938	0.00000183	0.00000593	-3.25098179
0.31009938	0.00000188	0.00000608	-3.22477265
0.31259937	0.00000194	0.00000622	-3.19898272
0.31509937	0.00000201	0.00000637	-3.17360203
0.31759936	0.00000207	0.00000651	-3.14862090
0.32009936	0.00000213	0.00000667	-3.12402999
0.32259935	0.00000220	0.00000682	-3.09982021
0.32509935	0.00000227	0.00000697	-3.07598277
0.32759934	0.00000234	0.00000713	-3.05250916
0.33009934	0.00000241	0.00000729	-3.02939109
0.33259933	0.00000248	0.00000745	-3.00662056
0.33509933	0.00000255	0.00000762	-2.98418979
0.33759932	0.00000263	0.00000779	-2.96209123
0.34009932	0.00000271	0.00000795	-2.94031755
0.34259931	0.00000278	0.00000813	-2.91886164
0.34509931	0.00000286	0.00000830	-2.89771660
0.34759930	0.00000295	0.00000848	-2.87687572
0.35009930	0.00000303	0.00000866	-2.85633247
0.35259929	0.00000312	0.00000884	-2.83608054
0.35509929	0.00000320	0.00000902	-2.81611377
0.35759928	0.00000329	0.00000921	-2.79642617
0.36009928	0.00000338	0.00000939	-2.77701194
0.36259927	0.00000348	0.00000959	-2.75786541
0.36509927	0.00000357	0.00000978	-2.73898110
0.36759926	0.00000367	0.00000998	-2.72035364
0.37009926	0.00000377	0.00001017	-2.70197784
0.37259925	0.00000387	0.00001038	-2.68384863
0.37509925	0.00000397	0.00001058	-2.66596108
0.37759924	0.00000407	0.00001079	-2.64831038
0.38009924	0.00000418	0.00001099	-2.63089187
0.38259923	0.00000429	0.00001121	-2.61370099
0.38509923	0.00000440	0.00001142	-2.59673331
0.38759922	0.00000451	0.00001164	-2.57998452
0.39009922	0.00000462	0.00001185	-2.56345040
0.39259921	0.00000474	0.00001208	-2.54712685
0.39509921	0.00000486	0.00001230	-2.53100987
0.39759920	0.00000498	0.00001253	-2.51509557
0.40009920	0.00000510	0.00001276	-2.49938015
0.40259919	0.00000523	0.00001299	-2.48385991
0.40509919	0.00000536	0.00001323	-2.46853123
0.40759918	0.00000549	0.00001346	-2.45339058
0.41009918	0.00000562	0.00001370	-2.43843453
0.41259917	0.00000575	0.00001395	-2.42365972
0.41509917	0.00000589	0.00001419	-2.40906288
0.41759916	0.00000603	0.00001444	-2.39464080
0.42009916	0.00000617	0.00001470	-2.38039038
0.42259915	0.00000632	0.00001495	-2.36630856
0.42509915	0.00000646	0.00001521	-2.35239238
0.42759914	0.00000661	0.00001547	-2.33863891
0.43009914	0.00000677	0.00001573	-2.32504534
0.43259913	0.00000692	0.00001600	-2.31160888
0.43509913	0.00000708	0.00001626	-2.29832682
0.43759912	0.00000724	0.00001654	-2.28519653
0.44009912	0.00000740	0.00001681	-2.27221540
0.44259911	0.00000756	0.00001709	-2.25938093
0.44509911	0.00000773	0.00001737	-2.24669063
0.44759910	0.00000790	0.00001765	-2.23414209
0.45009910	0.00000807	0.00001794	-2.22173295
0.45259909	0.00000825	0.00001823	-2.20946089
0.45509909	0.00000843	0.00001852	-2.19732366
0.45759908	0.00000861	0.00001881	-2.18531905
0.46009908	0.00000879	0.00001911	-2.17344490
0.46259907	0.00000898	0.00001941	-2.16169909
0.46509907	0.00000917	0.00001972	-2.15007955
0.46759906	0.00000936	0.00002003	-2.13858426
0.47009906	0.00000956	0.00002034	-2.12721123
0.47259905	0.00000976	0.00002065	-2.11595853
0.47509905	0.00000996	0.00002097	-2.10482425
0.47759904	0.00001017	0.00002128	-2.09380653
0.48009904	0.00001037	0.00002161	-2.08290356
0.48259903	0.00001058	0.00002193	-2.07211355
0.48509903	0.00001080	0.00002226	-2.06143475
0.48759902	0.00001102	0.00002259	-2.05086546
0.49009902	0.00001124	0.00002293	-2.04040400
0.49259901	0.00001146	0.00002327	-2.03004872
0.49509901	0.00001169	0.00002361	-2.01979802
0.49759900	0.00001192	0.00002395	-2.00965032
0.50009900	0.00001215	0.00002430	-1.99960408
0.50259899	0.00001239	0.00002465	-1.98965778
0.50509899	0.00001263	0.00002500	-1.97980994
0.50759898	0.00001287	0.00002536	-1.97005910
0.51009898	0.00001312	0.00002572	-1.96040384
0.51259897	0.00001337	0.00002609	-1.95084276
0.51509897	0.00001363	0.00002645	-1.94137449
0.51759896	0.00001388	0.00002682	-1.93199768
0.52009896	0.00001414	0.00002720	-1.92271102
0.52259895	0.00001441	0.00002757	-1.91351320
0.52509895	0.00001468	0.00002795	-1.90440297
0.52759894	0.00001495	0.00002834	-1.89537907
0.53009894	0.00001523	0.00002872	-1.88644029
0.53259893	0.00001551	0.00002911	-1.87758543
0.53509893	0.00001579	0.00002951	-1.86881331
0.53759892	0.00001608	0.00002990	-1.86012277
0.54009892	0.00001637	0.00003030	-1.85151268
0.54259891	0.00001666	0.00003071	-1.84298194
0.54509891	0.00001696	0.00003111	-1.83452944
0.54759890	0.00001726	0.00003153	-1.82615413
0.55009890	0.00001757	0.00003194	-1.81785493
0.55259889	0.00001788	0.00003236	-1.80963084
0.55509889	0.00001819	0.00003278	-1.80148081
0.55759888	0.00001851	0.00003320	-1.79340387
0.56009888	0.00001884	0.00003363	-1.78539904
0.56259887	0.00001916	0.00003406	-1.77746534
0.56509887	0.00001949	0.00003449	-1.76960184
0.56759886	0.00001983	0.00003493	-1.76180761
0.57009886	0.00002017	0.00003537	-1.75408174
0.57259885	0.00002051	0.00003582	-1.74642333
0.57509885	0.00002086	0.00003627	-1.73883151
0.57759884	0.00002121	0.00003672	-1.73130540
0.58009884	0.00002157	0.00003717	-1.72384416
0.58259883	0.00002193	0.00003763	-1.71644696
0.58509883	0.00002229	0.00003810	-1.70911297
0.58759882	0.00002266	0.00003856	-1.70184139
0.59009882	0.00002303	0.00003903	-1.69463142
0.59259881	0.00002341	0.00003951	-1.68748228
0.59509881	0.00002379	0.00003998	-1.68039321
0.59759880	0.00002418	0.00004046	-1.67336345
0.60009880	0.00002457	0.00004095	-1.66639227
0.60259879	0.00002497	0.00004144	-1.65947892
0.60509879	0.00002537	0.00004193	-1.65262271
0.60759878	0.00002578	0.00004242	-1.64582291
0.61009878	0.00002619	0.00004292	-1.63907884
0.61259877	0.00002660	0.00004343	-1.63238981
0.61509877	0.00002702	0.00004393	-1.62575516
0.61759876	0.00002745	0.00004444	-1.61917422
0.62009876	0.00002788	0.00004496	-1.61264635
0.62259875	0.00002831	0.00004547	-1.60617090
0.62509875	0.00002875	0.00004599	-1.59974724
0.62759874	0.00002920	0.00004652	-1.59337476
0.63009874	0.00002964	0.00004705	-1.58705285
0.63259873	0.00003010	0.00004758	-1.58078090
0.63509873	0.00003056	0.00004812	-1.57455834
0.63759872	0.00003102	0.00004866	-1.56838457
0.64009872	0.00003149	0.00004920	-1.56225902
0.64259871	0.00003197	0.00004975	-1.55618114
0.64509871	0.00003245	0.00005030	-1.55015036
0.64759870	0.00003293	0.00005085	-1.54416615
0.65009870	0.00003342	0.00005141	-1.53822796
0.65259869	0.00003392	0.00005198	-1.53233527
0.65509869	0.00003442	0.00005254	-1.52648756
0.65759868	0.00003493	0.00005311	-1.52068431
0.66009868	0.00003544	0.00005369	-1.51492501
0.66259867	0.00003596	0.00005427	-1.50920918
0.66509867	0.00003648	0.00005485	-1.50353631
0.66759866	0.00003701	0.00005544	-1.49790593
0.67009866	0.00003754	0.00005603	-1.49231756
0.67259865	0.00003808	0.00005662	-1.48677074
0.67509865	0.00003863	0.00005722	-1.48126500
0.67759864	0.00003918	0.00005782	-1.47579988
0.68009864	0.00003974	0.00005843	-1.47037494
0.68259863	0.00004030	0.00005904	-1.46498974
0.68509863	0.00004087	0.00005965	-1.45964385
0.68759862	0.00004144	0.00006027	-1.45433682
0.69009862	0.00004202	0.00006089	-1.44906825
0.69259861	0.00004260	0.00006151	-1.44383771
0.69509861	0.00004320	0.00006214	-1.43864480
0.69759860	0.00004379	0.00006278	-1.43348911
0.70009860	0.00004440	0.00006342	-1.42837023
0.70259859	0.00004501	0.00006406	-1.42328779
0.70509859	0.00004562	0.00006470	-1.41824138
0.70759858	0.00004624	0.00006535	-1.41323064
0.71009858	0.00004687	0.00006601	-1.40825517
0.71259857	0.00004750	0.00006666	-1.40331462
0.71509857	0.00004814	0.00006733	-1.39840861
0.71759856	0.00004879	0.00006799	-1.39353679
0.72009856	0.00004944	0.00006866	-1.38869879
0.72259855	0.00005010	0.00006934	-1.38389427
0.72509855	0.00005077	0.00007002	-1.37912288
0.72759854	0.00005144	0.00007070	-1.37438428
0.73009854	0.00005212	0.00007138	-1.36967813
0.73259853	0.00005280	0.00007207	-1.36500409
0.73509853	0.00005349	0.00007277	-1.36036186
0.73759852	0.00005419	0.00007347	-1.35575108
0.74009852	0.00005489	0.00007417	-1.35117146
0.74259851	0.00005561	0.00007488	-1.34662268
0.74509851	0.00005632	0.00007559	-1.34210442
0.74759850	0.00005705	0.00007631	-1.33761637
0.75009850	0.00005778	0.00007703	-1.33315825
0.75259849	0.00005852	0.00007775	-1.32872974
0.75509849	0.00005926	0.00007848	-1.32433055
0.75759848	0.00006001	0.00007921	-1.31996040
0.76009848	0.00006077	0.00007995	-1.31561900
0.76259847	0.00006153	0.00008069	-1.31130606
0.76509847	0.00006231	0.00008143	-1.30702130
0.76759846	0.00006308	0.00008218	-1.30276446
0.77009846	0.00006387	0.00008294	-1.29853525
0.77259845	0.00006466	0.00008370	-1.29433342
0.77509845	0.00006546	0.00008446	-1.29015869
0.77759844	0.00006627	0.00008522	-1.28601080
0.78009844	0.00006709	0.00008600	-1.28188950
0.78259843	0.00006791	0.00008677	-1.27779453
0.78509843	0.00006874	0.00008755	-1.27372564
0.78759842	0.00006957	0.00008833	-1.26968258
0.79009842	0.00007042	0.00008912	-1.26566511
0.79259841	0.00007127	0.00008991	-1.26167297
0.79509841	0.00007212	0.00009071	-1.25770595
0.79759840	0.00007299	0.00009151	-1.25376379
0.80009840	0.00007386	0.00009232	-1.24984627
0.80259839	0.00007474	0.00009313	-1.24595315
0.80509839	0.00007563	0.00009394	-1.24208421
0.80759838	0.00007653	0.00009476	-1.23823923
0.81009838	0.00007743	0.00009558	-1.23441797
0.81259837	0.00007834	0.00009641	-1.23062023
0.81509837	0.00007926	0.00009724	-1.22684579
0.81759836	0.00008019	0.00009808	-1.22309442
0.82009836	0.00008112	0.00009892	-1.21936593
0.82259835	0.00008207	0.00009976	-1.21566010
0.82509835	0.00008302	0.00010061	-1.21197673
0.82759834	0.00008398	0.00010147	-1.20831561
0.83009834	0.00008494	0.00010233	-1.20467654
0.83259833	0.00008592	0.00010319	-1.20105933
0.83509833	0.00008690	0.00010406	-1.19746378
0.83759832	0.00008789	0.00010493	-1.19388968
0.84009832	0.00008889	0.00010580	-1.19033686
0.84259831	0.00008989	0.00010669	-1.18680513
0.84509831	0.00009091	0.00010757	-1.18329428
0.84759830	0.00009193	0.00010846	-1.17980415
0.85009830	0.00009296	0.00010935	-1.17633455
0.85259829	0.00009400	0.00011025	-1.17288529
0.85509829	0.00009505	0.00011116	-1.16945620
0.85759828	0.00009611	0.00011206	-1.16604711
0.86009828	0.00009717	0.00011298	-1.16265783
0.86259827	0.00009824	0.00011389	-1.15928820
0.86509827	0.00009933	0.00011481	-1.15593804
0.86759826	0.00010042	0.00011574	-1.15260719
0.87009826	0.00010152	0.00011667	-1.14929548
0.87259825	0.00010262	0.00011761	-1.14600275
0.87509825	0.00010374	0.00011855	-1.14272883
0.87759824	0.00010486	0.00011949	-1.13947356
0.88009824	0.00010600	0.00012044	-1.13623679
0.88259823	0.00010714	0.00012139	-1.13301835
0.88509823	0.00010829	0.00012235	-1.12981810
0.88759822	0.00010945	0.00012331	-1.12663587
0.89009822	0.00011062	0.00012428	-1.12347152
0.89259821	0.00011180	0.00012525	-1.12032489
0.89509821	0.00011299	0.00012623	-1.11719584
0.89759820	0.00011418	0.00012721	-1.11408422
0.90009820	0.00011539	0.00012819	-1.11098989
0.90259819	0.00011660	0.00012918	-1.10791270
0.90509819	0.00011783	0.00013018	-1.10485250
0.90759818	0.00011906	0.00013118	-1.10180917
0.91009818	0.00012030	0.00013218	-1.09878255
0.91259817	0.00012155	0.00013319	-1.09577252
0.91509817	0.00012281	0.00013421	-1.09277893
0.91759816	0.00012408	0.00013523	-1.08980166
0.92009816	0.00012536	0.00013625	-1.08684056
0.92259815	0.00012665	0.00013728	-1.08389551
0.92509815	0.00012795	0.00013831	-1.08096638
0.92759814	0.00012926	0.00013935	-1.07805304
0.93009814	0.00013057	0.00014039	-1.07515536
0.93259813	0.00013190	0.00014143	-1.07227321
0.93509813	0.00013324	0.00014249	-1.06940648
0.93759812	0.00013458	0.00014354	-1.06655503
0.94009812	0.00013594	0.00014460	-1.06371875
0.94259811	0.00013731	0.00014567	-1.06089752
0.94509811	0.00013868	0.00014674	-1.05809121
0.94759810	0.00014007	0.00014781	-1.05529970
0.95009810	0.00014146	0.00014889	-1.05252289
0.95259809	0.00014287	0.00014998	-1.04976065
0.95509809	0.00014428	0.00015107	-1.04701288
0.95759808	0.00014571	0.00015216	-1.04427945
0.96009808	0.00014715	0.00015326	-1.04156025
0.96259807	0.00014859	0.00015437	-1.03885518
0.96509807	0.00015005	0.00015547	-1.03616413
0.96759806	0.00015151	0.00015659	-1.03348698
0.97009806	0.00015299	0.00015771	-1.03082363
0.97259805	0.00015448	0.00015883	-1.02817397
0.97509805	0.00015597	0.00015996	-1.02553789
0.97759804	0.00015748	0.00016109	-1.02291530
0.98009804	0.00015900	0.00016223	-1.02030609
0.98259803	0.00016053	0.00016337	-1.01771016
0.98509803	0.00016206	0.00016452	-1.01512740
0.98759802	0.00016361	0.00016567	-1.01255772
0.99009802	0.00016517	0.00016683	-1.01000101
0.99259801	0.00016674	0.00016799	-1.00745718
0.99509801	0.00016833	0.00016915	-1.00492614
0.99759800	0.00016992	0.00017033	-1.00240778
1.00009800	0.00017152	0.00017150	-0.99990201
1.00259799	0.00017313	0.00017268	-0.99740874
1.00509799	0.00017476	0.00017387	-0.99492787
1.00759798	0.00017639	0.00017506	-0.99245931
1.01009798	0.00017804	0.00017626	-0.99000297
1.01259797	0.00017969	0.00017746	-0.98755876
1.01509797	0.00018136	0.00017866	-0.98512659
1.01759796	0.00018304	0.00017988	-0.98270637
1.02009796	0.00018473	0.00018109	-0.98029801
1.02259795	0.00018643	0.00018231	-0.97790143
1.02509795	0.00018814	0.00018354	-0.97551653
1.02759794	0.00018987	0.00018477	-0.97314325
1.03009794	0.00019160	0.00018600	-0.97078148
1.03259793	0.00019335	0.00018724	-0.96843114
1.03509793	0.00019510	0.00018849	-0.96609216
1.03759792	0.00019687	0.00018974	-0.96376446
1.04009792	0.00019865	0.00019100	-0.96144794
1.04259791	0.00020045	0.00019226	-0.95914253
1.04509791	0.00020225	0.00019352	-0.95684815
1.04759790	0.00020406	0.00019479	-0.95456472
1.05009790	0.00020589	0.00019607	-0.95229216
1.05259789	0.00020773	0.00019735	-0.95003040
1.05509789	0.00020958	0.00019863	-0.94777936
1.05759788	0.00021144	0.00019992	-0.94553896
1.06009788	0.00021331	0.00020122	-0.94330912
1.06259787	0.00021520	0.00020252	-0.94108978
1.06509787	0.00021709	0.00020382	-0.93888086
1.06759786	0.00021900	0.00020513	-0.93668228
1.07009786	0.00022092	0.00020645	-0.93449397
1.07259785	0.00022285	0.00020777	-0.93231587
1.07509785	0.00022480	0.00020909	-0.93014789
1.07759784	0.00022675	0.00021043	-0.92798998
1.08009784	0.00022872	0.00021176	-0.92584205
1.08259783	0.00023070	0.00021310	-0.92370405
1.08509783	0.00023270	0.00021445	-0.92157589
1.08759782	0.00023470	0.00021580	-0.91945752
1.09009782	0.00023672	0.00021715	-0.91734887
1.09259781	0.00023875	0.00021851	-0.91524986
1.09509781	0.00024079	0.00021988	-0.91316044
1.09759780	0.00024285	0.00022125	-0.91108054
1.10009780	0.00024491	0.00022263	-0.90901009
1.10259779	0.00024699	0.00022401	-0.90694903
1.10509779	0.00024908	0.00022540	-0.90489729
1.10759778	0.00025119	0.00022679	-0.90285482
1.11009778	0.00025331	0.00022818	-0.90082155
1.11259777	0.00025544	0.00022958	-0.89879741
1.11509777	0.00025758	0.00023099	-0.89678235
1.11759776	0.00025973	0.00023240	-0.89477631
1.12009776	0.00026190	0.00023382	-0.89277922
1.12259775	0.00026408	0.00023524	-0.89079102
1.12509775	0.00026628	0.00023667	-0.88881166
1.12759774	0.00026848	0.00023810	-0.88684108
1.13009774	0.00027070	0.00023954	-0.88487921
1.13259773	0.00027294	0.00024098	-0.88292601
1.13509773	0.00027518	0.00024243	-0.88098141
1.13759772	0.00027744	0.00024388	-0.87904536
1.14009772	0.00027971	0.00024534	-0.87711780
1.14259771	0.00028200	0.00024680	-0.87519867
1.14509771	0.00028430	0.00024827	-0.87328792
1.14759770	0.00028661	0.00024975	-0.87138550
1.15009770	0.00028893	0.00025122	-0.86949135
1.15259769	0.00029127	0.00025271	-0.86760541
1.15509769	0.00029362	0.00025420	-0.86572764
1.15759768	0.00029599	0.00025569	-0.86385798
1.16009768	0.00029837	0.00025719	-0.86199638
1.16259767	0.00030076	0.00025869	-0.86014278
1.16509767	0.00030316	0.00026020	-0.85829714
1.16759766	0.00030558	0.00026172	-0.85645940
1.17009766	0.00030802	0.00026324	-0.85462952
1.17259765	0.00031046	0.00026477	-0.85280744
1.17509765	0.00031292	0.00026630	-0.85099311
1.17759764	0.00031540	0.00026783	-0.84918648
1.18009764	0.00031789	0.00026937	-0.84738751
1.18259763	0.00032039	0.00027092	-0.84559614
1.18509763	0.00032290	0.00027247	-0.84381234
1.18759762	0.00032543	0.00027403	-0.84203604
1.19009762	0.00032798	0.00027559	-0.84026720
1.19259761	0.00033054	0.00027716	-0.83850579
1.19509761	0.00033311	0.00027873	-0.83675174
1.19759760	0.00033569	0.00028031	-0.83500501
1.20009760	0.00033829	0.00028189	-0.83326556
1.20259759	0.00034091	0.00028348	-0.83153334
1.20509759	0.00034354	0.00028507	-0.82980831
1.20759758	0.00034618	0.00028667	-0.82809043
1.21009758	0.00034884	0.00028827	-0.82637964
1.21259757	0.00035151	0.00028988	-0.82467590
1.21509757	0.00035420	0.00029150	-0.82297918
1.21759756	0.00035690	0.00029312	-0.82128942
1.22009756	0.00035961	0.00029474	-0.81960659
1.22259755	0.00036234	0.00029637	-0.81793064
1.22509755	0.00036509	0.00029801	-0.81626153
1.22759754	0.00036785	0.00029965	-0.81459922
1.23009754	0.00037062	0.00030129	-0.81294366
1.23259753	0.00037341	0.00030294	-0.81129482
1.23509753	0.00037621	0.00030460	-0.80965266
1.23759752	0.00037903	0.00030626	-0.80801713
1.24009752	0.00038186	0.00030793	-0.80638819
1.24259751	0.00038471	0.00030960	-0.80476581
1.24509751	0.00038757	0.00031128	-0.80314995
1.24759750	0.00039045	0.00031296	-0.80154056
1.25009750	0.00039335	0.00031465	-0.79993760
1.25259749	0.00039625	0.00031635	-0.79834105
1.25509749	0.00039918	0.00031805	-0.79675086
1.25759748	0.00040212	0.00031975	-0.79516698
1.26009748	0.00040507	0.00032146	-0.79358940
1.26259747	0.00040804	0.00032317	-0.79201806
1.26509747	0.00041102	0.00032489	-0.79045293
1.26759746	0.00041402	0.00032662	-0.78889397
1.27009746	0.00041704	0.00032835	-0.78734115
1.27259745	0.00042007	0.00033009	-0.78579444
1.27509745	0.00042312	0.00033183	-0.78425378
1.27759744	0.00042618	0.00033358	-0.78271916
1.28009744	0.00042925	0.00033533	-0.78119053
1.28259743	0.00043235	0.00033709	-0.77966786
1.28509743	0.00043546	0.00033885	-0.77815112
1.28759742	0.00043858	0.00034062	-0.77664026
1.29009742	0.00044172	0.00034239	-0.77513526
1.29259741	0.00044488	0.00034417	-0.77363608
1.29509741	0.00044805	0.00034596	-0.77214269
1.29759740	0.00045123	0.00034775	-0.77065506
1.30009740	0.00045444	0.00034954	-0.76917314
1.30259739	0.00045766	0.00035134	-0.76769691
1.30509739	0.00046089	0.00035315	-0.76622634
1.30759738	0.00046414	0.00035496	-0.76476139
1.31009738	0.00046741	0.00035678	-0.76330204
1.31259737	0.00047069	0.00035860	-0.76184824
1.31509737	0.00047399	0.00036043	-0.76039997
1.31759736	0.00047731	0.00036226	-0.75895719
1.32009736	0.00048064	0.00036410	-0.75751988
1.32259735	0.00048399	0.00036594	-0.75608801
1.32509735	0.00048736	0.00036779	-0.75466153
1.32759734	0.00049074	0.00036964	-0.75324043
1.33009734	0.00049414	0.00037150	-0.75182467
1.33259733	0.00049755	0.00037337	-0.75041423
1.33509733	0.00050098	0.00037524	-0.74900906
1.33759732	0.00050443	0.00037712	-0.74760915
1.34009732	0.00050789	0.00037900	-0.74621446
1.34259731	0.00051137	0.00038088	-0.74482497
1.34509731	0.00051487	0.00038278	-0.74344064
1.34759730	0.00051839	0.00038467	-0.74206144
1.35009730	0.00052192	0.00038658	-0.74068736
1.35259729	0.00052547	0.00038849	-0.73931835
1.35509729	0.00052903	0.00039040	-0.73795439
1.35759728	0.00053261	0.00039232	-0.73659546
1.36009728	0.00053621	0.00039424	-0.73524153
1.36259727	0.00053983	0.00039618	-0.73389256
1.36509727	0.00054346	0.00039811	-0.73254853
1.36759726	0.00054711	0.00040005	-0.73120942
1.37009726	0.00055078	0.00040200	-0.72987519
1.37259725	0.00055446	0.00040395	-0.72854583
1.37509725	0.00055816	0.00040591	-0.72722129
1.37759724	0.00056188	0.00040787	-0.72590157
1.38009724	0.00056562	0.00040984	-0.72458662
1.38259723	0.00056937	0.00041181	-0.72327644
1.38509723	0.00057314	0.00041379	-0.72197098
1.38759722	0.00057693	0.00041578	-0.72067022
