# l = 0
# n = 1
# E = -0.49999918
# r	u(r)	R(r)	V(r)
9.35008130	0.00162615	0.00017392	-0.10695094
9.35258129	0.00162252	0.00017348	-0.10692235
9.35508129	0.00161890	0.00017305	-0.10689378
9.35758128	0.00161529	0.00017262	-0.10686522
9.36008128	0.00161169	0.00017219	-0.10683668
9.36258127	0.00160809	0.00017176	-0.10680815
9.36508127	0.00160451	0.00017133	-0.10677964
9.36758126	0.00160093	0.00017090	-0.10675114
9.37008126	0.00159736	0.00017047	-0.10672266
9.37258125	0.00159379	0.00017005	-0.10669419
9.37508125	0.00159024	0.00016962	-0.10666574
9.37758124	0.00158669	0.00016920	-0.10663731
9.38008124	0.00158315	0.00016878	-0.10660888
9.38258123	0.00157962	0.00016836	-0.10658048
9.38508123	0.00157609	0.00016794	-0.10655209
9.38758122	0.00157258	0.00016752	-0.10652371
9.39008122	0.00156907	0.00016710	-0.10649535
9.39258121	0.00156557	0.00016668	-0.10646701
9.39508121	0.00156207	0.00016627	-0.10643868
9.39758120	0.00155859	0.00016585	-0.10641036
9.40008120	0.00155511	0.00016544	-0.10638206
9.40258119	0.00155164	0.00016502	-0.10635377
9.40508119	0.00154818	0.00016461	-0.10632550
9.40758118	0.00154472	0.00016420	-0.10629725
9.41008118	0.00154128	0.00016379	-0.10626901
9.41258117	0.00153784	0.00016338	-0.10624078
9.41508117	0.00153440	0.00016297	-0.10621257
9.41758116	0.00153098	0.00016257	-0.10618438
9.42008116	0.00152756	0.00016216	-0.10615620
9.42258115	0.00152415	0.00016176	-0.10612803
9.42508115	0.00152075	0.00016135	-0.10609988
9.42758114	0.00151735	0.00016095	-0.10607175
9.43008114	0.00151397	0.00016055	-0.10604363
9.43258113	0.00151059	0.00016015	-0.10601552
9.43508113	0.00150722	0.00015975	-0.10598743
9.43758112	0.00150385	0.00015935	-0.10595935
9.44008112	0.00150049	0.00015895	-0.10593129
9.44258111	0.00149714	0.00015855	-0.10590325
9.44508111	0.00149380	0.00015816	-0.10587522
9.44758110	0.00149046	0.00015776	-0.10584720
9.45008110	0.00148714	0.00015737	-0.10581920
9.45258109	0.00148382	0.00015697	-0.10579121
9.45508109	0.00148050	0.00015658	-0.10576324
9.45758108	0.00147720	0.00015619	-0.10573528
9.46008108	0.00147390	0.00015580	-0.10570734
9.46258107	0.00147061	0.00015541	-0.10567941
9.46508107	0.00146732	0.00015502	-0.10565150
9.46758106	0.00146404	0.00015464	-0.10562360
9.47008106	0.00146077	0.00015425	-0.10559572
9.47258105	0.00145751	0.00015387	-0.10556785
9.47508105	0.00145426	0.00015348	-0.10553999
9.47758104	0.00145101	0.00015310	-0.10551215
9.48008104	0.00144777	0.00015272	-0.10548433
9.48258103	0.00144453	0.00015234	-0.10545652
9.48508103	0.00144131	0.00015195	-0.10542873
9.48758102	0.00143809	0.00015158	-0.10540094
9.49008102	0.00143487	0.00015120	-0.10537318
9.49258101	0.00143167	0.00015082	-0.10534543
9.49508101	0.00142847	0.00015044	-0.10531769
9.49758100	0.00142528	0.00015007	-0.10528997
9.50008100	0.00142209	0.00014969	-0.10526226
9.50258099	0.00141892	0.00014932	-0.10523457
9.50508099	0.00141574	0.00014895	-0.10520689
9.50758098	0.00141258	0.00014857	-0.10517923
9.51008098	0.00140942	0.00014820	-0.10515158
9.51258097	0.00140627	0.00014783	-0.10512394
9.51508097	0.00140313	0.00014746	-0.10509632
9.51758096	0.00140000	0.00014710	-0.10506871
9.52008096	0.00139687	0.00014673	-0.10504112
9.52258095	0.00139375	0.00014636	-0.10501355
9.52508095	0.00139063	0.00014600	-0.10498598
9.52758094	0.00138752	0.00014563	-0.10495844
9.53008094	0.00138442	0.00014527	-0.10493090
9.53258093	0.00138133	0.00014491	-0.10490338
9.53508093	0.00137824	0.00014454	-0.10487588
9.53758092	0.00137516	0.00014418	-0.10484839
9.54008092	0.00137208	0.00014382	-0.10482091
9.54258091	0.00136902	0.00014346	-0.10479345
9.54508091	0.00136596	0.00014311	-0.10476601
9.54758090	0.00136290	0.00014275	-0.10473857
9.55008090	0.00135986	0.00014239	-0.10471115
9.55258089	0.00135682	0.00014204	-0.10468375
9.55508089	0.00135378	0.00014168	-0.10465636
9.55758088	0.00135076	0.00014133	-0.10462899
9.56008088	0.00134774	0.00014098	-0.10460163
9.56258087	0.00134472	0.00014062	-0.10457428
9.56508087	0.00134171	0.00014027	-0.10454695
9.56758086	0.00133871	0.00013992	-0.10451963
9.57008086	0.00133572	0.00013957	-0.10449233
9.57258085	0.00133273	0.00013922	-0.10446504
9.57508085	0.00132975	0.00013888	-0.10443776
9.57758084	0.00132678	0.00013853	-0.10441050
9.58008084	0.00132381	0.00013818	-0.10438325
9.58258083	0.00132085	0.00013784	-0.10435602
9.58508083	0.00131790	0.00013749	-0.10432880
9.58758082	0.00131495	0.00013715	-0.10430160
9.59008082	0.00131201	0.00013681	-0.10427441
9.59258081	0.00130907	0.00013647	-0.10424723
9.59508081	0.00130614	0.00013613	-0.10422007
9.59758080	0.00130322	0.00013579	-0.10419292
9.60008080	0.00130031	0.00013545	-0.10416579
9.60258079	0.00129740	0.00013511	-0.10413867
9.60508079	0.00129450	0.00013477	-0.10411157
9.60758078	0.00129160	0.00013444	-0.10408447
9.61008078	0.00128871	0.00013410	-0.10405740
9.61258077	0.00128583	0.00013377	-0.10403034
9.61508077	0.00128295	0.00013343	-0.10400329
9.61758076	0.00128008	0.00013310	-0.10397625
9.62008076	0.00127722	0.00013277	-0.10394923
9.62258075	0.00127436	0.00013243	-0.10392222
9.62508075	0.00127151	0.00013210	-0.10389523
9.62758074	0.00126866	0.00013177	-0.10386825
9.63008074	0.00126582	0.00013144	-0.10384129
9.63258073	0.00126299	0.00013112	-0.10381434
9.63508073	0.00126016	0.00013079	-0.10378740
9.63758072	0.00125734	0.00013046	-0.10376048
9.64008072	0.00125453	0.00013014	-0.10373357
9.64258071	0.00125172	0.00012981	-0.10370668
9.64508071	0.00124892	0.00012949	-0.10367980
9.64758070	0.00124612	0.00012916	-0.10365293
9.65008070	0.00124333	0.00012884	-0.10362608
9.65258069	0.00124055	0.00012852	-0.10359924
9.65508069	0.00123777	0.00012820	-0.10357241
9.65758068	0.00123500	0.00012788	-0.10354560
9.66008068	0.00123224	0.00012756	-0.10351880
9.66258067	0.00122948	0.00012724	-0.10349202
9.66508067	0.00122673	0.00012692	-0.10346525
9.66758066	0.00122398	0.00012661	-0.10343850
9.67008066	0.00122124	0.00012629	-0.10341175
9.67258065	0.00121851	0.00012598	-0.10338503
9.67508065	0.00121578	0.00012566	-0.10335831
9.67758064	0.00121305	0.00012535	-0.10333161
9.68008064	0.00121034	0.00012503	-0.10330492
9.68258063	0.00120763	0.00012472	-0.10327825
9.68508063	0.00120492	0.00012441	-0.10325159
9.68758062	0.00120223	0.00012410	-0.10322495
9.69008062	0.00119953	0.00012379	-0.10319832
9.69258061	0.00119685	0.00012348	-0.10317170
9.69508061	0.00119417	0.00012317	-0.10314509
9.69758060	0.00119149	0.00012286	-0.10311850
9.70008060	0.00118882	0.00012256	-0.10309193
9.70258059	0.00118616	0.00012225	-0.10306536
9.70508059	0.00118350	0.00012195	-0.10303881
9.70758058	0.00118085	0.00012164	-0.10301228
9.71008058	0.00117821	0.00012134	-0.10298576
9.71258057	0.00117557	0.00012104	-0.10295925
9.71508057	0.00117293	0.00012073	-0.10293275
9.71758056	0.00117031	0.00012043	-0.10290627
9.72008056	0.00116769	0.00012013	-0.10287981
9.72258055	0.00116507	0.00011983	-0.10285335
9.72508055	0.00116246	0.00011953	-0.10282691
9.72758054	0.00115985	0.00011923	-0.10280049
9.73008054	0.00115726	0.00011894	-0.10277407
9.73258053	0.00115466	0.00011864	-0.10274767
9.73508053	0.00115208	0.00011834	-0.10272129
9.73758052	0.00114949	0.00011805	-0.10269491
9.74008052	0.00114692	0.00011775	-0.10266856
9.74258051	0.00114435	0.00011746	-0.10264221
9.74508051	0.00114178	0.00011717	-0.10261588
9.74758050	0.00113923	0.00011687	-0.10258956
9.75008050	0.00113667	0.00011658	-0.10256326
9.75258049	0.00113413	0.00011629	-0.10253696
9.75508049	0.00113158	0.00011600	-0.10251069
9.75758048	0.00112905	0.00011571	-0.10248442
9.76008048	0.00112652	0.00011542	-0.10245817
9.76258047	0.00112399	0.00011513	-0.10243193
9.76508047	0.00112147	0.00011485	-0.10240571
9.76758046	0.00111896	0.00011456	-0.10237950
9.77008046	0.00111645	0.00011427	-0.10235330
9.77258045	0.00111395	0.00011399	-0.10232712
9.77508045	0.00111145	0.00011370	-0.10230095
9.77758044	0.00110896	0.00011342	-0.10227479
9.78008044	0.00110647	0.00011314	-0.10224865
9.78258043	0.00110399	0.00011285	-0.10222252
9.78508043	0.00110152	0.00011257	-0.10219640
9.78758042	0.00109905	0.00011229	-0.10217030
9.79008042	0.00109658	0.00011201	-0.10214421
9.79258041	0.00109412	0.00011173	-0.10211813
9.79508041	0.00109167	0.00011145	-0.10209207
9.79758040	0.00108922	0.00011117	-0.10206602
9.80008040	0.00108678	0.00011090	-0.10203998
9.80258039	0.00108434	0.00011062	-0.10201396
9.80508039	0.00108191	0.00011034	-0.10198795
9.80758038	0.00107949	0.00011007	-0.10196195
9.81008038	0.00107707	0.00010979	-0.10193596
9.81258037	0.00107465	0.00010952	-0.10190999
9.81508037	0.00107224	0.00010924	-0.10188404
9.81758036	0.00106984	0.00010897	-0.10185809
9.82008036	0.00106744	0.00010870	-0.10183216
9.82258035	0.00106504	0.00010843	-0.10180624
9.82508035	0.00106265	0.00010816	-0.10178034
9.82758034	0.00106027	0.00010789	-0.10175445
9.83008034	0.00105789	0.00010762	-0.10172857
9.83258033	0.00105552	0.00010735	-0.10170270
9.83508033	0.00105315	0.00010708	-0.10167685
9.83758032	0.00105079	0.00010681	-0.10165101
9.84008032	0.00104843	0.00010655	-0.10162519
9.84258031	0.00104608	0.00010628	-0.10159937
9.84508031	0.00104373	0.00010602	-0.10157357
9.84758030	0.00104139	0.00010575	-0.10154779
9.85008030	0.00103905	0.00010549	-0.10152202
9.85258029	0.00103672	0.00010522	-0.10149625
9.85508029	0.00103440	0.00010496	-0.10147051
9.85758028	0.00103207	0.00010470	-0.10144477
9.86008028	0.00102976	0.00010444	-0.10141905
9.86258027	0.00102745	0.00010418	-0.10139334
9.86508027	0.00102514	0.00010392	-0.10136765
9.86758026	0.00102284	0.00010366	-0.10134197
9.87008026	0.00102055	0.00010340	-0.10131630
9.87258025	0.00101826	0.00010314	-0.10129064
9.87508025	0.00101597	0.00010288	-0.10126500
9.87758024	0.00101369	0.00010263	-0.10123937
9.88008024	0.00101142	0.00010237	-0.10121375
9.88258023	0.00100915	0.00010211	-0.10118815
9.88508023	0.00100688	0.00010186	-0.10116256
9.88758022	0.00100462	0.00010160	-0.10113698
9.89008022	0.00100237	0.00010135	-0.10111141
9.89258021	0.00100012	0.00010110	-0.10108586
9.89508021	0.00099787	0.00010085	-0.10106032
9.89758020	0.00099563	0.00010059	-0.10103480
9.90008020	0.00099339	0.00010034	-0.10100928
9.90258019	0.00099116	0.00010009	-0.10098378
9.90508019	0.00098894	0.00009984	-0.10095829
9.90758018	0.00098672	0.00009959	-0.10093282
9.91008018	0.00098450	0.00009934	-0.10090736
9.91258017	0.00098229	0.00009910	-0.10088191
9.91508017	0.00098009	0.00009885	-0.10085647
9.91758016	0.00097789	0.00009860	-0.10083105
9.92008016	0.00097569	0.00009836	-0.10080564
9.92258015	0.00097350	0.00009811	-0.10078024
9.92508015	0.00097131	0.00009786	-0.10075485
9.92758014	0.00096913	0.00009762	-0.10072948
9.93008014	0.00096696	0.00009738	-0.10070412
9.93258013	0.00096479	0.00009713	-0.10067877
9.93508013	0.00096262	0.00009689	-0.10065344
9.93758012	0.00096046	0.00009665	-0.10062812
9.94008012	0.00095830	0.00009641	-0.10060281
9.94258011	0.00095615	0.00009617	-0.10057751
9.94508011	0.00095400	0.00009593	-0.10055223
9.94758010	0.00095186	0.00009569	-0.10052696
9.95008010	0.00094972	0.00009545	-0.10050170
9.95258009	0.00094759	0.00009521	-0.10047646
9.95508009	0.00094546	0.00009497	-0.10045123
9.95758008	0.00094333	0.00009474	-0.10042601
9.96008008	0.00094121	0.00009450	-0.10040080
9.96258007	0.00093910	0.00009426	-0.10037560
9.96508007	0.00093699	0.00009403	-0.10035042
9.96758006	0.00093488	0.00009379	-0.10032525
9.97008006	0.00093278	0.00009356	-0.10030010
9.97258005	0.00093069	0.00009332	-0.10027495
9.97508005	0.00092860	0.00009309	-0.10024982
9.97758004	0.00092651	0.00009286	-0.10022470
9.98008004	0.00092443	0.00009263	-0.10019960
9.98258003	0.00092235	0.00009240	-0.10017450
9.98508003	0.00092028	0.00009217	-0.10014942
9.98758002	0.00091821	0.00009194	-0.10012435
9.99008002	0.00091615	0.00009171	-0.10009930
9.99258001	0.00091409	0.00009148	-0.10007425
9.99508001	0.00091204	0.00009125	-0.10004922
9.99758000	0.00090999	0.00009102	-0.10002421
10.00008000	0.00090794	0.00009079	-0.09999920
10.00257999	0.00090590	0.00009057	-0.09997421
10.00507999	0.00090386	0.00009034	-0.09994923
10.00757998	0.00090183	0.00009011	-0.09992426
10.01007998	0.00089981	0.00008989	-0.09989930
10.01257997	0.00089778	0.00008967	-0.09987436
10.01507997	0.00089576	0.00008944	-0.09984943
10.01757996	0.00089375	0.00008922	-0.09982451
10.02007996	0.00089174	0.00008900	-0.09979960
10.02257995	0.00088974	0.00008877	-0.09977471
10.02507995	0.00088774	0.00008855	-0.09974983
10.02757994	0.00088574	0.00008833	-0.09972496
10.03007994	0.00088375	0.00008811	-0.09970010
10.03257993	0.00088176	0.00008789	-0.09967526
10.03507993	0.00087978	0.00008767	-0.09965043
10.03757992	0.00087780	0.00008745	-0.09962561
10.04007992	0.00087583	0.00008723	-0.09960080
10.04257991	0.00087386	0.00008702	-0.09957601
10.04507991	0.00087189	0.00008680	-0.09955122
10.04757990	0.00086993	0.00008658	-0.09952645
10.05007990	0.00086798	0.00008637	-0.09950170
10.05257989	0.00086603	0.00008615	-0.09947695
10.05507989	0.00086408	0.00008593	-0.09945222
10.05757988	0.00086214	0.00008572	-0.09942750
10.06007988	0.00086020	0.00008551	-0.09940279
10.06257987	0.00085826	0.00008529	-0.09937809
10.06507987	0.00085633	0.00008508	-0.09935341
10.06757986	0.00085441	0.00008487	-0.09932874
10.07007986	0.00085248	0.00008466	-0.09930408
10.07257985	0.00085057	0.00008444	-0.09927943
10.07507985	0.00084865	0.00008423	-0.09925480
10.07757984	0.00084674	0.00008402	-0.09923017
10.08007984	0.00084484	0.00008381	-0.09920556
10.08257983	0.00084294	0.00008360	-0.09918097
10.08507983	0.00084104	0.00008339	-0.09915638
10.08757982	0.00083915	0.00008319	-0.09913181
10.09007982	0.00083726	0.00008298	-0.09910724
10.09257981	0.00083538	0.00008277	-0.09908269
10.09507981	0.00083350	0.00008257	-0.09905816
10.09757980	0.00083163	0.00008236	-0.09903363
10.10007980	0.00082975	0.00008215	-0.09900912
10.10257979	0.00082789	0.00008195	-0.09898462
10.10507979	0.00082602	0.00008174	-0.09896013
10.10757978	0.00082417	0.00008154	-0.09893565
10.11007978	0.00082231	0.00008134	-0.09891119
10.11257977	0.00082046	0.00008113	-0.09888674
10.11507977	0.00081861	0.00008093	-0.09886229
10.11757976	0.00081677	0.00008073	-0.09883787
10.12007976	0.00081493	0.00008053	-0.09881345
10.12257975	0.00081310	0.00008033	-0.09878905
10.12507975	0.00081127	0.00008012	-0.09876465
10.12757974	0.00080944	0.00007992	-0.09874027
10.13007974	0.00080762	0.00007973	-0.09871591
10.13257973	0.00080581	0.00007953	-0.09869155
10.13507973	0.00080399	0.00007933	-0.09866721
10.13757972	0.00080218	0.00007913	-0.09864287
10.14007972	0.00080038	0.00007893	-0.09861855
10.14257971	0.00079857	0.00007873	-0.09859425
10.14507971	0.00079678	0.00007854	-0.09856995
10.14757970	0.00079498	0.00007834	-0.09854567
10.15007970	0.00079319	0.00007815	-0.09852139
10.15257969	0.00079141	0.00007795	-0.09849713
10.15507969	0.00078963	0.00007776	-0.09847289
10.15757968	0.00078785	0.00007756	-0.09844865
10.16007968	0.00078608	0.00007737	-0.09842442
10.16257967	0.00078431	0.00007718	-0.09840021
10.16507967	0.00078254	0.00007698	-0.09837601
10.16757966	0.00078078	0.00007679	-0.09835182
10.17007966	0.00077902	0.00007660	-0.09832765
10.17257965	0.00077727	0.00007641	-0.09830348
10.17507965	0.00077552	0.00007622	-0.09827933
10.17757964	0.00077377	0.00007603	-0.09825519
10.18007964	0.00077203	0.00007584	-0.09823106
10.18257963	0.00077029	0.00007565	-0.09820694
10.18507963	0.00076855	0.00007546	-0.09818284
10.18757962	0.00076682	0.00007527	-0.09815874
10.19007962	0.00076510	0.00007508	-0.09813466
10.19257961	0.00076337	0.00007489	-0.09811059
10.19507961	0.00076165	0.00007471	-0.09808653
10.19757960	0.00075994	0.00007452	-0.09806249
10.20007960	0.00075823	0.00007434	-0.09803845
10.20257959	0.00075652	0.00007415	-0.09801443
10.20507959	0.00075481	0.00007396	-0.09799042
10.20757958	0.00075311	0.00007378	-0.09796642
10.21007958	0.00075142	0.00007360	-0.09794243
10.21257957	0.00074973	0.00007341	-0.09791845
10.21507957	0.00074804	0.00007323	-0.09789449
10.21757956	0.00074635	0.00007305	-0.09787054
10.22007956	0.00074467	0.00007286	-0.09784660
10.22257955	0.00074299	0.00007268	-0.09782267
10.22507955	0.00074132	0.00007250	-0.09779875
10.22757954	0.00073965	0.00007232	-0.09777484
10.23007954	0.00073798	0.00007214	-0.09775095
10.23257953	0.00073632	0.00007196	-0.09772707
10.23507953	0.00073466	0.00007178	-0.09770320
10.23757952	0.00073300	0.00007160	-0.09767934
10.24007952	0.00073135	0.00007142	-0.09765549
10.24257951	0.00072970	0.00007124	-0.09763166
10.24507951	0.00072806	0.00007106	-0.09760783
10.24757950	0.00072642	0.00007089	-0.09758402
10.25007950	0.00072478	0.00007071	-0.09756022
10.25257949	0.00072315	0.00007053	-0.09753643
10.25507949	0.00072152	0.00007036	-0.09751265
10.25757948	0.00071989	0.00007018	-0.09748889
10.26007948	0.00071827	0.00007001	-0.09746513
10.26257947	0.00071665	0.00006983	-0.09744139
10.26507947	0.00071504	0.00006966	-0.09741766
10.26757946	0.00071343	0.00006948	-0.09739394
10.27007946	0.00071182	0.00006931	-0.09737023
10.27257945	0.00071021	0.00006914	-0.09734653
10.27507945	0.00070861	0.00006896	-0.09732285
10.27757944	0.00070701	0.00006879	-0.09729917
10.28007944	0.00070542	0.00006862	-0.09727551
10.28257943	0.00070383	0.00006845	-0.09725186
10.28507943	0.00070224	0.00006828	-0.09722822
10.28757942	0.00070066	0.00006811	-0.09720460
10.29007942	0.00069908	0.00006794	-0.09718098
10.29257941	0.00069751	0.00006777	-0.09715738
10.29507941	0.00069593	0.00006760	-0.09713378
10.29757940	0.00069436	0.00006743	-0.09711020
10.30007940	0.00069280	0.00006726	-0.09708663
10.30257939	0.00069124	0.00006709	-0.09706307
10.30507939	0.00068968	0.00006693	-0.09703952
10.30757938	0.00068812	0.00006676	-0.09701599
10.31007938	0.00068657	0.00006659	-0.09699246
10.31257937	0.00068502	0.00006643	-0.09696895
10.31507937	0.00068348	0.00006626	-0.09694545
10.31757936	0.00068194	0.00006609	-0.09692196
10.32007936	0.00068040	0.00006593	-0.09689848
10.32257935	0.00067886	0.00006576	-0.09687501
10.32507935	0.00067733	0.00006560	-0.09685156
10.32757934	0.00067581	0.00006544	-0.09682811
10.33007934	0.00067428	0.00006527	-0.09680468
10.33257933	0.00067276	0.00006511	-0.09678126
10.33507933	0.00067124	0.00006495	-0.09675784
10.33757932	0.00066973	0.00006479	-0.09673445
10.34007932	0.00066822	0.00006462	-0.09671106
10.34257931	0.00066671	0.00006446	-0.09668768
10.34507931	0.00066521	0.00006430	-0.09666431
10.34757930	0.00066371	0.00006414	-0.09664096
10.35007930	0.00066221	0.00006398	-0.09661762
10.35257929	0.00066071	0.00006382	-0.09659429
10.35507929	0.00065922	0.00006366	-0.09657097
10.35757928	0.00065774	0.00006350	-0.09654766
10.36007928	0.00065625	0.00006334	-0.09652436
10.36257927	0.00065477	0.00006319	-0.09650107
10.36507927	0.00065330	0.00006303	-0.09647780
10.36757926	0.00065182	0.00006287	-0.09645453
10.37007926	0.00065035	0.00006271	-0.09643128
10.37257925	0.00064888	0.00006256	-0.09640804
10.37507925	0.00064742	0.00006240	-0.09638481
10.37757924	0.00064596	0.00006225	-0.09636159
10.38007924	0.00064450	0.00006209	-0.09633838
10.38257923	0.00064305	0.00006194	-0.09631518
10.38507923	0.00064159	0.00006178	-0.09629200
10.38757922	0.00064015	0.00006163	-0.09626882
10.39007922	0.00063870	0.00006147	-0.09624566
10.39257921	0.00063726	0.00006132	-0.09622250
10.39507921	0.00063582	0.00006117	-0.09619936
10.39757920	0.00063439	0.00006101	-0.09617623
10.40007920	0.00063296	0.00006086	-0.09615311
10.40257919	0.00063153	0.00006071	-0.09613001
10.40507919	0.00063010	0.00006056	-0.09610691
10.40757918	0.00062868	0.00006041	-0.09608382
10.41007918	0.00062726	0.00006026	-0.09606075
10.41257917	0.00062584	0.00006010	-0.09603769
10.41507917	0.00062443	0.00005995	-0.09601463
10.41757916	0.00062302	0.00005980	-0.09599159
10.42007916	0.00062162	0.00005966	-0.09596856
10.42257915	0.00062021	0.00005951	-0.09594554
10.42507915	0.00061881	0.00005936	-0.09592253
10.42757914	0.00061741	0.00005921	-0.09589954
10.43007914	0.00061602	0.00005906	-0.09587655
10.43257913	0.00061463	0.00005891	-0.09585357
10.43507913	0.00061324	0.00005877	-0.09583061
10.43757912	0.00061186	0.00005862	-0.09580766
10.44007912	0.00061048	0.00005847	-0.09578471
10.44257911	0.00060910	0.00005833	-0.09576178
10.44507911	0.00060772	0.00005818	-0.09573886
10.44757910	0.00060635	0.00005804	-0.09571595
10.45007910	0.00060498	0.00005789	-0.09569306
10.45257909	0.00060361	0.00005775	-0.09567017
10.45507909	0.00060225	0.00005760	-0.09564729
10.45757908	0.00060089	0.00005746	-0.09562443
10.46007908	0.00059953	0.00005732	-0.09560157
10.46257907	0.00059818	0.00005717	-0.09557873
10.46507907	0.00059683	0.00005703	-0.09555590
10.46757906	0.00059548	0.00005689	-0.09553307
10.47007906	0.00059414	0.00005675	-0.09551026
10.47257905	0.00059279	0.00005660	-0.09548746
10.47507905	0.00059146	0.00005646	-0.09546467
10.47757904	0.00059012	0.00005632	-0.09544190
10.48007904	0.00058879	0.00005618	-0.09541913
10.48257903	0.00058746	0.00005604	-0.09539637
10.48507903	0.00058613	0.00005590	-0.09537363
10.48757902	0.00058481	0.00005576	-0.09535089
10.49007902	0.00058348	0.00005562	-0.09532817
10.49257901	0.00058217	0.00005548	-0.09530545
10.49507901	0.00058085	0.00005535	-0.09528275
10.49757900	0.00057954	0.00005521	-0.09526006
10.50007900	0.00057823	0.00005507	-0.09523738
10.50257899	0.00057692	0.00005493	-0.09521471
10.50507899	0.00057562	0.00005479	-0.09519205
10.50757898	0.00057432	0.00005466	-0.09516940
10.51007898	0.00057302	0.00005452	-0.09514676
10.51257897	0.00057173	0.00005438	-0.09512414
10.51507897	0.00057043	0.00005425	-0.09510152
10.51757896	0.00056915	0.00005411	-0.09507892
10.52007896	0.00056786	0.00005398	-0.09505632
10.52257895	0.00056658	0.00005384	-0.09503374
10.52507895	0.00056530	0.00005371	-0.09501116
10.52757894	0.00056402	0.00005358	-0.09498860
10.53007894	0.00056274	0.00005344	-0.09496605
10.53257893	0.00056147	0.00005331	-0.09494351
10.53507893	0.00056020	0.00005317	-0.09492098
10.53757892	0.00055894	0.00005304	-0.09489846
10.54007892	0.00055767	0.00005291	-0.09487595
10.54257891	0.00055641	0.00005278	-0.09485345
10.54507891	0.00055515	0.00005265	-0.09483096
10.54757890	0.00055390	0.00005251	-0.09480849
10.55007890	0.00055265	0.00005238	-0.09478602
10.55257889	0.00055140	0.00005225	-0.09476357
10.55507889	0.00055015	0.00005212	-0.09474112
10.55757888	0.00054891	0.00005199	-0.09471869
10.56007888	0.00054767	0.00005186	-0.09469626
10.56257887	0.00054643	0.00005173	-0.09467385
10.56507887	0.00054519	0.00005160	-0.09465145
10.56757886	0.00054396	0.00005147	-0.09462905
10.57007886	0.00054273	0.00005135	-0.09460667
10.57257885	0.00054150	0.00005122	-0.09458430
10.57507885	0.00054028	0.00005109	-0.09456194
10.57757884	0.00053906	0.00005096	-0.09453959
10.58007884	0.00053784	0.00005084	-0.09451725
10.58257883	0.00053662	0.00005071	-0.09449493
10.58507883	0.00053541	0.00005058	-0.09447261
10.58757882	0.00053420	0.00005046	-0.09445030
10.59007882	0.00053299	0.00005033	-0.09442800
10.59257881	0.00053179	0.00005020	-0.09440572
10.59507881	0.00053058	0.00005008	-0.09438344
10.59757880	0.00052938	0.00004995	-0.09436118
10.60007880	0.00052819	0.00004983	-0.09433892
10.60257879	0.00052699	0.00004970	-0.09431668
10.60507879	0.00052580	0.00004958	-0.09429444
10.60757878	0.00052461	0.00004946	-0.09427222
10.61007878	0.00052342	0.00004933	-0.09425001
10.61257877	0.00052224	0.00004921	-0.09422780
10.61507877	0.00052106	0.00004909	-0.09420561
10.61757876	0.00051988	0.00004896	-0.09418343
10.62007876	0.00051870	0.00004884	-0.09416126
10.62257875	0.00051753	0.00004872	-0.09413910
10.62507875	0.00051636	0.00004860	-0.09411695
10.62757874	0.00051519	0.00004848	-0.09409481
10.63007874	0.00051403	0.00004836	-0.09407268
10.63257873	0.00051286	0.00004824	-0.09405056
10.63507873	0.00051170	0.00004811	-0.09402845
10.63757872	0.00051055	0.00004799	-0.09400635
10.64007872	0.00050939	0.00004787	-0.09398427
10.64257871	0.00050824	0.00004776	-0.09396219
10.64507871	0.00050709	0.00004764	-0.09394012
10.64757870	0.00050594	0.00004752	-0.09391807
10.65007870	0.00050480	0.00004740	-0.09389602
10.65257869	0.00050365	0.00004728	-0.09387398
10.65507869	0.00050251	0.00004716	-0.09385196
10.65757868	0.00050138	0.00004704	-0.09382994
10.66007868	0.00050024	0.00004693	-0.09380794
10.66257867	0.00049911	0.00004681	-0.09378594
10.66507867	0.00049798	0.00004669	-0.09376396
10.66757866	0.00049685	0.00004658	-0.09374199
10.67007866	0.00049573	0.00004646	-0.09372002
10.67257865	0.00049461	0.00004634	-0.09369807
10.67507865	0.00049349	0.00004623	-0.09367612
10.67757864	0.00049237	0.00004611	-0.09365419
10.68007864	0.00049126	0.00004600	-0.09363227
10.68257863	0.00049015	0.00004588	-0.09361036
10.68507863	0.00048904	0.00004577	-0.09358845
10.68757862	0.00048793	0.00004565	-0.09356656
10.69007862	0.00048682	0.00004554	-0.09354468
10.69257861	0.00048572	0.00004543	-0.09352281
10.69507861	0.00048462	0.00004531	-0.09350095
10.69757860	0.00048353	0.00004520	-0.09347910
10.70007860	0.00048243	0.00004509	-0.09345726
10.70257859	0.00048134	0.00004497	-0.09343543
10.70507859	0.00048025	0.00004486	-0.09341361
10.70757858	0.00047916	0.00004475	-0.09339180
10.71007858	0.00047808	0.00004464	-0.09337000
10.71257857	0.00047700	0.00004453	-0.09334821
10.71507857	0.00047592	0.00004442	-0.09332643
10.71757856	0.00047484	0.00004430	-0.09330466
10.72007856	0.00047376	0.00004419	-0.09328290
10.72257855	0.00047269	0.00004408	-0.09326115
10.72507855	0.00047162	0.00004397	-0.09323941
10.72757854	0.00047055	0.00004386	-0.09321768
10.73007854	0.00046949	0.00004375	-0.09319596
10.73257853	0.00046842	0.00004364	-0.09317425
10.73507853	0.00046736	0.00004354	-0.09315256
10.73757852	0.00046630	0.00004343	-0.09313087
10.74007852	0.00046525	0.00004332	-0.09310919
10.74257851	0.00046419	0.00004321	-0.09308752
