# l = 0
# n = 1
# E = -0.49999918
# r	u(r)	R(r)	V(r)
0.11759976	0.20910382	1.77809726	-8.50341835
0.12009976	0.21301586	1.77365769	-8.32641131
0.12259975	0.21690707	1.76922919	-8.15662315
0.12509975	0.22077751	1.76481174	-7.99362109
0.12759974	0.22462727	1.76040533	-7.83700626
0.13009974	0.22845643	1.75600991	-7.68641044
0.13259973	0.23226507	1.75162546	-7.54149320
0.13509973	0.23605327	1.74725196	-7.40193929
0.13759972	0.23982110	1.74288937	-7.26745638
0.14009972	0.24356864	1.73853768	-7.13777301
0.14259971	0.24729598	1.73419685	-7.01263674
0.14509971	0.25100318	1.72986685	-6.89181253
0.14759970	0.25469033	1.72554766	-6.77508129
0.15009970	0.25835750	1.72123926	-6.66223850
0.15259969	0.26200477	1.71694161	-6.55309305
0.15509969	0.26563221	1.71265469	-6.44746614
0.15759968	0.26923991	1.70837847	-6.34519035
0.16009968	0.27282793	1.70411293	-6.24610867
0.16259967	0.27639636	1.69985803	-6.15007379
0.16509967	0.27994527	1.69561376	-6.05694730
0.16759966	0.28347474	1.69138009	-5.96659904
0.17009966	0.28698483	1.68715698	-5.87890652
0.17259965	0.29047563	1.68294441	-5.79375434
0.17509965	0.29394720	1.67874237	-5.71103369
0.17759964	0.29739963	1.67455081	-5.63064189
0.18009964	0.30083299	1.67036972	-5.55248195
0.18259963	0.30424734	1.66619907	-5.47646221
0.18509963	0.30764277	1.66203883	-5.40249594
0.18759962	0.31101935	1.65788897	-5.33050106
0.19009962	0.31437715	1.65374948	-5.26039978
0.19259961	0.31771624	1.64962032	-5.19211837
0.19509961	0.32103669	1.64550147	-5.12558687
0.19759960	0.32433859	1.64139290	-5.06073886
0.20009960	0.32762199	1.63729459	-4.99751124
0.20259959	0.33088698	1.63320652	-4.93584402
0.20509959	0.33413362	1.62912865	-4.87568015
0.20759958	0.33736198	1.62506096	-4.81696531
0.21009958	0.34057214	1.62100342	-4.75964778
0.21259957	0.34376416	1.61695602	-4.70367826
0.21509957	0.34693812	1.61291872	-4.64900976
0.21759956	0.35009409	1.60889150	-4.59559742
0.22009956	0.35323214	1.60487434	-4.54339845
0.22259955	0.35635233	1.60086720	-4.49237196
0.22509955	0.35945474	1.59687007	-4.44247889
0.22759954	0.36253943	1.59288293	-4.39368189
0.23009954	0.36560648	1.58890573	-4.34594524
0.23259953	0.36865595	1.58493847	-4.29923473
0.23509953	0.37168791	1.58098111	-4.25351765
0.23759952	0.37470244	1.57703363	-4.20876262
0.24009952	0.37769960	1.57309600	-4.16493961
0.24259951	0.38067945	1.56916821	-4.12201978
0.24509951	0.38364206	1.56525022	-4.07997552
0.24759950	0.38658751	1.56134202	-4.03878029
0.25009950	0.38951586	1.55744358	-3.99840863
0.25259949	0.39242717	1.55355486	-3.95883610
0.25509949	0.39532152	1.54967586	-3.92003920
0.25759948	0.39819897	1.54580654	-3.88199534
0.26009948	0.40105958	1.54194688	-3.84468281
0.26259947	0.40390343	1.53809686	-3.80808073
0.26509947	0.40673057	1.53425646	-3.77216899
0.26759946	0.40954108	1.53042564	-3.73692825
0.27009946	0.41233502	1.52660438	-3.70233987
0.27259945	0.41511245	1.52279267	-3.66838591
0.27509945	0.41787344	1.51899047	-3.63504907
0.27759944	0.42061806	1.51519777	-3.60231268
0.28009944	0.42334636	1.51141453	-3.57016065
0.28259943	0.42605842	1.50764074	-3.53857749
0.28509943	0.42875430	1.50387638	-3.50754823
0.28759942	0.43143406	1.50012141	-3.47705841
0.29009942	0.43409776	1.49637582	-3.44709410
0.29259941	0.43674547	1.49263958	-3.41764183
0.29509941	0.43937725	1.48891267	-3.38868858
0.29759940	0.44199317	1.48519506	-3.36022177
0.30009940	0.44459328	1.48148674	-3.33222925
0.30259939	0.44717766	1.47778767	-3.30469927
0.30509939	0.44974635	1.47409784	-3.27762045
0.30759938	0.45229943	1.47041723	-3.25098179
0.31009938	0.45483696	1.46674580	-3.22477265
0.31259937	0.45735900	1.46308354	-3.19898272
0.31509937	0.45986561	1.45943043	-3.17360203
0.31759936	0.46235685	1.45578643	-3.14862090
0.32009936	0.46483278	1.45215153	-3.12402999
0.32259935	0.46729346	1.44852571	-3.09982021
0.32509935	0.46973896	1.44490895	-3.07598277
0.32759934	0.47216933	1.44130121	-3.05250916
0.33009934	0.47458464	1.43770248	-3.02939109
0.33259933	0.47698494	1.43411273	-3.00662056
0.33509933	0.47937030	1.43053195	-2.98418979
0.33759932	0.48174077	1.42696011	-2.96209123
0.34009932	0.48409642	1.42339719	-2.94031755
0.34259931	0.48643730	1.41984316	-2.91886164
0.34509931	0.48876347	1.41629801	-2.89771660
0.34759930	0.49107499	1.41276171	-2.87687572
0.35009930	0.49337192	1.40923424	-2.85633247
0.35259929	0.49565432	1.40571557	-2.83608054
0.35509929	0.49792225	1.40220570	-2.81611377
0.35759928	0.50017576	1.39870458	-2.79642617
0.36009928	0.50241491	1.39521221	-2.77701194
0.36259927	0.50463976	1.39172855	-2.75786541
0.36509927	0.50685038	1.38825360	-2.73898110
0.36759926	0.50904680	1.38478732	-2.72035364
0.37009926	0.51122910	1.38132969	-2.70197784
0.37259925	0.51339732	1.37788070	-2.68384863
0.37509925	0.51555153	1.37444032	-2.66596108
0.37759924	0.51769179	1.37100853	-2.64831038
0.38009924	0.51981814	1.36758531	-2.63089187
0.38259923	0.52193064	1.36417064	-2.61370099
0.38509923	0.52402936	1.36076449	-2.59673331
0.38759922	0.52611434	1.35736685	-2.57998452
0.39009922	0.52818564	1.35397769	-2.56345040
0.39259921	0.53024332	1.35059699	-2.54712685
0.39509921	0.53228743	1.34722473	-2.53100987
0.39759920	0.53431802	1.34386089	-2.51509557
0.40009920	0.53633516	1.34050546	-2.49938015
0.40259919	0.53833889	1.33715840	-2.48385991
0.40509919	0.54032928	1.33381969	-2.46853123
0.40759918	0.54230636	1.33048933	-2.45339058
0.41009918	0.54427021	1.32716727	-2.43843453
0.41259917	0.54622087	1.32385352	-2.42365972
0.41509917	0.54815839	1.32054803	-2.40906288
0.41759916	0.55008284	1.31725080	-2.39464080
0.42009916	0.55199425	1.31396181	-2.38039038
0.42259915	0.55389269	1.31068102	-2.36630856
0.42509915	0.55577821	1.30740843	-2.35239238
0.42759914	0.55765086	1.30414401	-2.33863891
0.43009914	0.55951070	1.30088774	-2.32504534
0.43259913	0.56135777	1.29763959	-2.31160888
0.43509913	0.56319212	1.29439956	-2.29832682
0.43759912	0.56501382	1.29116762	-2.28519653
0.44009912	0.56682291	1.28794375	-2.27221540
0.44259911	0.56861944	1.28472793	-2.25938093
0.44509911	0.57040347	1.28152014	-2.24669063
0.44759910	0.57217505	1.27832035	-2.23414209
0.45009910	0.57393422	1.27512856	-2.22173295
0.45259909	0.57568104	1.27194473	-2.20946089
0.45509909	0.57741555	1.26876886	-2.19732366
0.45759908	0.57913782	1.26560091	-2.18531905
0.46009908	0.58084789	1.26244088	-2.17344490
0.46259907	0.58254580	1.25928873	-2.16169909
0.46509907	0.58423162	1.25614446	-2.15007955
0.46759906	0.58590539	1.25300803	-2.13858426
0.47009906	0.58756715	1.24987944	-2.12721123
0.47259905	0.58921696	1.24675866	-2.11595853
0.47509905	0.59085488	1.24364567	-2.10482425
0.47759904	0.59248094	1.24054045	-2.09380653
0.48009904	0.59409519	1.23744299	-2.08290356
0.48259903	0.59569769	1.23435326	-2.07211355
0.48509903	0.59728849	1.23127125	-2.06143475
0.48759902	0.59886762	1.22819693	-2.05086546
0.49009902	0.60043515	1.22513028	-2.04040400
0.49259901	0.60199112	1.22207130	-2.03004872
0.49509901	0.60353557	1.21901995	-2.01979802
0.49759900	0.60506856	1.21597622	-2.00965032
0.50009900	0.60659013	1.21294009	-1.99960408
0.50259899	0.60810032	1.20991154	-1.98965778
0.50509899	0.60959920	1.20689055	-1.97980994
0.50759898	0.61108680	1.20387711	-1.97005910
0.51009898	0.61256317	1.20087119	-1.96040384
0.51259897	0.61402835	1.19787277	-1.95084276
0.51509897	0.61548241	1.19488184	-1.94137449
0.51759896	0.61692537	1.19189838	-1.93199768
0.52009896	0.61835729	1.18892237	-1.92271102
0.52259895	0.61977821	1.18595379	-1.91351320
0.52509895	0.62118818	1.18299262	-1.90440297
0.52759894	0.62258725	1.18003885	-1.89537907
0.53009894	0.62397546	1.17709245	-1.88644029
0.53259893	0.62535285	1.17415340	-1.87758543
0.53509893	0.62671948	1.17122170	-1.86881331
0.53759892	0.62807538	1.16829731	-1.86012277
0.54009892	0.62942060	1.16538023	-1.85151268
0.54259891	0.63075519	1.16247043	-1.84298194
0.54509891	0.63207920	1.15956790	-1.83452944
0.54759890	0.63339265	1.15667261	-1.82615413
0.55009890	0.63469561	1.15378455	-1.81785493
0.55259889	0.63598812	1.15090371	-1.80963084
0.55509889	0.63727021	1.14803005	-1.80148081
0.55759888	0.63854193	1.14516357	-1.79340387
0.56009888	0.63980333	1.14230425	-1.78539904
0.56259887	0.64105445	1.13945207	-1.77746534
0.56509887	0.64229534	1.13660701	-1.76960184
0.56759886	0.64352603	1.13376905	-1.76180761
0.57009886	0.64474657	1.13093818	-1.75408174
0.57259885	0.64595700	1.12811438	-1.74642333
0.57509885	0.64715737	1.12529763	-1.73883151
0.57759884	0.64834772	1.12248791	-1.73130540
0.58009884	0.64952809	1.11968520	-1.72384416
0.58259883	0.65069852	1.11688950	-1.71644696
0.58509883	0.65185906	1.11410077	-1.70911297
0.58759882	0.65300975	1.11131901	-1.70184139
0.59009882	0.65415062	1.10854419	-1.69463142
0.59259881	0.65528173	1.10577631	-1.68748228
0.59509881	0.65640311	1.10301533	-1.68039321
0.59759880	0.65751481	1.10026125	-1.67336345
0.60009880	0.65861686	1.09751404	-1.66639227
0.60259879	0.65970931	1.09477369	-1.65947892
0.60509879	0.66079220	1.09204019	-1.65262271
0.60759878	0.66186556	1.08931351	-1.64582291
0.61009878	0.66292945	1.08659364	-1.63907884
0.61259877	0.66398390	1.08388055	-1.63238981
0.61509877	0.66502895	1.08117425	-1.62575516
0.61759876	0.66606464	1.07847470	-1.61917422
0.62009876	0.66709102	1.07578189	-1.61264635
0.62259875	0.66810811	1.07309580	-1.60617090
0.62509875	0.66911597	1.07041643	-1.59974724
0.62759874	0.67011463	1.06774374	-1.59337476
0.63009874	0.67110413	1.06507772	-1.58705285
0.63259873	0.67208451	1.06241836	-1.58078090
0.63509873	0.67305582	1.05976565	-1.57455834
0.63759872	0.67401808	1.05711955	-1.56838457
0.64009872	0.67497134	1.05448006	-1.56225902
0.64259871	0.67591564	1.05184716	-1.55618114
0.64509871	0.67685101	1.04922084	-1.55015036
0.64759870	0.67777750	1.04660107	-1.54416615
0.65009870	0.67869514	1.04398785	-1.53822796
0.65259869	0.67960398	1.04138115	-1.53233527
0.65509869	0.68050404	1.03878096	-1.52648756
0.65759868	0.68139538	1.03618726	-1.52068431
0.66009868	0.68227802	1.03360004	-1.51492501
0.66259867	0.68315200	1.03101927	-1.50920918
0.66509867	0.68401737	1.02844495	-1.50353631
0.66759866	0.68487416	1.02587706	-1.49790593
0.67009866	0.68572240	1.02331558	-1.49231756
0.67259865	0.68656214	1.02076050	-1.48677074
0.67509865	0.68739341	1.01821179	-1.48126500
0.67759864	0.68821624	1.01566945	-1.47579988
0.68009864	0.68903069	1.01313346	-1.47037494
0.68259863	0.68983677	1.01060380	-1.46498974
0.68509863	0.69063454	1.00808045	-1.45964385
0.68759862	0.69142402	1.00556341	-1.45433682
0.69009862	0.69220525	1.00305265	-1.44906825
0.69259861	0.69297827	1.00054816	-1.44383771
0.69509861	0.69374311	0.99804992	-1.43864480
0.69759860	0.69449982	0.99555792	-1.43348911
0.70009860	0.69524842	0.99307214	-1.42837023
0.70259859	0.69598895	0.99059257	-1.42328779
0.70509859	0.69672145	0.98811919	-1.41824138
0.70759858	0.69744595	0.98565199	-1.41323064
0.71009858	0.69816249	0.98319095	-1.40825517
0.71259857	0.69887111	0.98073605	-1.40331462
0.71509857	0.69957183	0.97828728	-1.39840861
0.71759856	0.70026470	0.97584462	-1.39353679
0.72009856	0.70094975	0.97340807	-1.38869879
0.72259855	0.70162701	0.97097760	-1.38389427
0.72509855	0.70229652	0.96855319	-1.37912288
0.72759854	0.70295831	0.96613484	-1.37438428
0.73009854	0.70361241	0.96372253	-1.36967813
0.73259853	0.70425887	0.96131624	-1.36500409
0.73509853	0.70489771	0.95891596	-1.36036186
0.73759852	0.70552898	0.95652167	-1.35575108
0.74009852	0.70615269	0.95413336	-1.35117146
0.74259851	0.70676889	0.95175102	-1.34662268
0.74509851	0.70737762	0.94937462	-1.34210442
0.74759850	0.70797889	0.94700416	-1.33761637
0.75009850	0.70857276	0.94463961	-1.33315825
0.75259849	0.70915924	0.94228097	-1.32872974
0.75509849	0.70973838	0.93992822	-1.32433055
0.75759848	0.71031020	0.93758134	-1.31996040
0.76009848	0.71087475	0.93524032	-1.31561900
0.76259847	0.71143204	0.93290515	-1.31130606
0.76509847	0.71198213	0.93057581	-1.30702130
0.76759846	0.71252503	0.92825228	-1.30276446
0.77009846	0.71306078	0.92593456	-1.29853525
0.77259845	0.71358941	0.92362262	-1.29433342
0.77509845	0.71411096	0.92131645	-1.29015869
0.77759844	0.71462545	0.91901605	-1.28601080
0.78009844	0.71513292	0.91672139	-1.28188950
0.78259843	0.71563341	0.91443245	-1.27779453
0.78509843	0.71612693	0.91214923	-1.27372564
0.78759842	0.71661353	0.90987172	-1.26968258
0.79009842	0.71709324	0.90759989	-1.26566511
0.79259841	0.71756608	0.90533373	-1.26167297
0.79509841	0.71803209	0.90307323	-1.25770595
0.79759840	0.71849130	0.90081837	-1.25376379
0.80009840	0.71894374	0.89856915	-1.24984627
0.80259839	0.71938944	0.89632554	-1.24595315
0.80509839	0.71982843	0.89408753	-1.24208421
0.80759838	0.72026075	0.89185511	-1.23823923
0.81009838	0.72068642	0.88962826	-1.23441797
0.81259837	0.72110547	0.88740698	-1.23062023
0.81509837	0.72151794	0.88519124	-1.22684579
0.81759836	0.72192385	0.88298103	-1.22309442
0.82009836	0.72232323	0.88077634	-1.21936593
0.82259835	0.72271613	0.87857716	-1.21566010
0.82509835	0.72310255	0.87638347	-1.21197673
0.82759834	0.72348254	0.87419525	-1.20831561
0.83009834	0.72385613	0.87201250	-1.20467654
0.83259833	0.72422334	0.86983520	-1.20105933
0.83509833	0.72458420	0.86766333	-1.19746378
0.83759832	0.72493875	0.86549689	-1.19388968
0.84009832	0.72528701	0.86333586	-1.19033686
0.84259831	0.72562900	0.86118022	-1.18680513
0.84509831	0.72596477	0.85902997	-1.18329428
0.84759830	0.72629434	0.85688508	-1.17980415
0.85009830	0.72661774	0.85474555	-1.17633455
0.85259829	0.72693500	0.85261136	-1.17288529
0.85509829	0.72724614	0.85048250	-1.16945620
0.85759828	0.72755119	0.84835896	-1.16604711
0.86009828	0.72785019	0.84624072	-1.16265783
0.86259827	0.72814316	0.84412777	-1.15928820
0.86509827	0.72843012	0.84202009	-1.15593804
0.86759826	0.72871112	0.83991768	-1.15260719
0.87009826	0.72898617	0.83782051	-1.14929548
0.87259825	0.72925530	0.83572858	-1.14600275
0.87509825	0.72951855	0.83364188	-1.14272883
0.87759824	0.72977593	0.83156038	-1.13947356
0.88009824	0.73002748	0.82948408	-1.13623679
0.88259823	0.73027323	0.82741297	-1.13301835
0.88509823	0.73051319	0.82534703	-1.12981810
0.88759822	0.73074741	0.82328624	-1.12663587
0.89009822	0.73097590	0.82123060	-1.12347152
0.89259821	0.73119869	0.81918010	-1.12032489
0.89509821	0.73141582	0.81713471	-1.11719584
0.89759820	0.73162730	0.81509443	-1.11408422
0.90009820	0.73183317	0.81305925	-1.11098989
0.90259819	0.73203344	0.81102915	-1.10791270
0.90509819	0.73222816	0.80900411	-1.10485250
0.90759818	0.73241734	0.80698413	-1.10180917
0.91009818	0.73260100	0.80496920	-1.09878255
0.91259817	0.73277919	0.80295930	-1.09577252
0.91509817	0.73295192	0.80095441	-1.09277893
0.91759816	0.73311921	0.79895453	-1.08980166
0.92009816	0.73328110	0.79695965	-1.08684056
0.92259815	0.73343762	0.79496974	-1.08389551
0.92509815	0.73358878	0.79298481	-1.08096638
0.92759814	0.73373461	0.79100483	-1.07805304
0.93009814	0.73387514	0.78902979	-1.07515536
0.93259813	0.73401040	0.78705969	-1.07227321
0.93509813	0.73414040	0.78509450	-1.06940648
0.93759812	0.73426518	0.78313422	-1.06655503
0.94009812	0.73438476	0.78117884	-1.06371875
0.94259811	0.73449916	0.77922833	-1.06089752
0.94509811	0.73460841	0.77728270	-1.05809121
0.94759810	0.73471254	0.77534193	-1.05529970
0.95009810	0.73481157	0.77340600	-1.05252289
0.95259809	0.73490553	0.77147491	-1.04976065
0.95509809	0.73499443	0.76954863	-1.04701288
0.95759808	0.73507831	0.76762717	-1.04427945
0.96009808	0.73515719	0.76571051	-1.04156025
0.96259807	0.73523109	0.76379863	-1.03885518
0.96509807	0.73530004	0.76189152	-1.03616413
0.96759806	0.73536406	0.75998918	-1.03348698
0.97009806	0.73542317	0.75809158	-1.03082363
0.97259805	0.73547741	0.75619873	-1.02817397
0.97509805	0.73552679	0.75431060	-1.02553789
0.97759804	0.73557134	0.75242718	-1.02291530
0.98009804	0.73561108	0.75054847	-1.02030609
0.98259803	0.73564604	0.74867445	-1.01771016
0.98509803	0.73567624	0.74680510	-1.01512740
0.98759802	0.73570169	0.74494043	-1.01255772
0.99009802	0.73572244	0.74308041	-1.01000101
0.99259801	0.73573850	0.74122503	-1.00745718
0.99509801	0.73574988	0.73937429	-1.00492614
0.99759800	0.73575663	0.73752817	-1.00240778
1.00009800	0.73575875	0.73568666	-0.99990201
1.00259799	0.73575628	0.73384974	-0.99740874
1.00509799	0.73574923	0.73201741	-0.99492787
1.00759798	0.73573763	0.73018966	-0.99245931
1.01009798	0.73572150	0.72836647	-0.99000297
1.01259797	0.73570087	0.72654784	-0.98755876
1.01509797	0.73567575	0.72473374	-0.98512659
1.01759796	0.73564617	0.72292417	-0.98270637
1.02009796	0.73561215	0.72111913	-0.98029801
1.02259795	0.73557371	0.71931859	-0.97790143
1.02509795	0.73553089	0.71752254	-0.97551653
1.02759794	0.73548368	0.71573098	-0.97314325
1.03009794	0.73543213	0.71394389	-0.97078148
1.03259793	0.73537625	0.71216127	-0.96843114
1.03509793	0.73531607	0.71038309	-0.96609216
1.03759792	0.73525160	0.70860936	-0.96376446
1.04009792	0.73518287	0.70684005	-0.96144794
1.04259791	0.73510990	0.70507516	-0.95914253
1.04509791	0.73503271	0.70331468	-0.95684815
1.04759790	0.73495132	0.70155860	-0.95456472
1.05009790	0.73486575	0.69980690	-0.95229216
1.05259789	0.73477603	0.69805957	-0.95003040
1.05509789	0.73468218	0.69631660	-0.94777936
1.05759788	0.73458422	0.69457799	-0.94553896
1.06009788	0.73448216	0.69284372	-0.94330912
1.06259787	0.73437603	0.69111378	-0.94108978
1.06509787	0.73426586	0.68938816	-0.93888086
1.06759786	0.73415166	0.68766685	-0.93668228
1.07009786	0.73403345	0.68594983	-0.93449397
1.07259785	0.73391125	0.68423710	-0.93231587
1.07509785	0.73378509	0.68252865	-0.93014789
1.07759784	0.73365498	0.68082447	-0.92798998
1.08009784	0.73352094	0.67912454	-0.92584205
1.08259783	0.73338301	0.67742885	-0.92370405
1.08509783	0.73324118	0.67573740	-0.92157589
1.08759782	0.73309550	0.67405017	-0.91945752
1.09009782	0.73294597	0.67236715	-0.91734887
1.09259781	0.73279261	0.67068834	-0.91524986
1.09509781	0.73263546	0.66901372	-0.91316044
1.09759780	0.73247451	0.66734328	-0.91108054
1.10009780	0.73230981	0.66567701	-0.90901009
1.10259779	0.73214136	0.66401490	-0.90694903
1.10509779	0.73196919	0.66235694	-0.90489729
1.10759778	0.73179331	0.66070312	-0.90285482
1.11009778	0.73161375	0.65905343	-0.90082155
1.11259777	0.73143052	0.65740786	-0.89879741
1.11509777	0.73124364	0.65576639	-0.89678235
1.11759776	0.73105314	0.65412903	-0.89477631
1.12009776	0.73085903	0.65249575	-0.89277922
1.12259775	0.73066134	0.65086656	-0.89079102
1.12509775	0.73046007	0.64924143	-0.88881166
1.12759774	0.73025525	0.64762036	-0.88684108
1.13009774	0.73004690	0.64600333	-0.88487921
1.13259773	0.72983504	0.64439034	-0.88292601
1.13509773	0.72961969	0.64278138	-0.88098141
1.13759772	0.72940086	0.64117644	-0.87904536
1.14009772	0.72917858	0.63957551	-0.87711780
1.14259771	0.72895286	0.63797857	-0.87519867
1.14509771	0.72872372	0.63638562	-0.87328792
1.14759770	0.72849118	0.63479665	-0.87138550
1.15009770	0.72825525	0.63321164	-0.86949135
1.15259769	0.72801597	0.63163060	-0.86760541
1.15509769	0.72777334	0.63005350	-0.86572764
1.15759768	0.72752738	0.62848033	-0.86385798
1.16009768	0.72727811	0.62691110	-0.86199638
1.16259767	0.72702555	0.62534578	-0.86014278
1.16509767	0.72676972	0.62378437	-0.85829714
1.16759766	0.72651064	0.62222687	-0.85645940
1.17009766	0.72624831	0.62067325	-0.85462952
1.17259765	0.72598277	0.61912350	-0.85280744
1.17509765	0.72571403	0.61757763	-0.85099311
1.17759764	0.72544210	0.61603562	-0.84918648
1.18009764	0.72516700	0.61449746	-0.84738751
1.18259763	0.72488876	0.61296314	-0.84559614
1.18509763	0.72460738	0.61143265	-0.84381234
1.18759762	0.72432289	0.60990598	-0.84203604
1.19009762	0.72403531	0.60838312	-0.84026720
1.19259761	0.72374464	0.60686407	-0.83850579
1.19509761	0.72345092	0.60534881	-0.83675174
1.19759760	0.72315414	0.60383733	-0.83500501
1.20009760	0.72285434	0.60232963	-0.83326556
1.20259759	0.72255153	0.60082569	-0.83153334
1.20509759	0.72224572	0.59932550	-0.82980831
1.20759758	0.72193694	0.59782907	-0.82809043
1.21009758	0.72162519	0.59633636	-0.82637964
1.21259757	0.72131050	0.59484739	-0.82467590
1.21509757	0.72099288	0.59336213	-0.82297918
1.21759756	0.72067236	0.59188058	-0.82128942
1.22009756	0.72034893	0.59040273	-0.81960659
1.22259755	0.72002263	0.58892857	-0.81793064
1.22509755	0.71969347	0.58745809	-0.81626153
1.22759754	0.71936147	0.58599129	-0.81459922
1.23009754	0.71902663	0.58452814	-0.81294366
1.23259753	0.71868898	0.58306865	-0.81129482
1.23509753	0.71834854	0.58161280	-0.80965266
1.23759752	0.71800531	0.58016059	-0.80801713
1.24009752	0.71765932	0.57871201	-0.80638819
1.24259751	0.71731059	0.57726704	-0.80476581
1.24509751	0.71695911	0.57582568	-0.80314995
1.24759750	0.71660493	0.57438791	-0.80154056
1.25009750	0.71624804	0.57295374	-0.79993760
1.25259749	0.71588846	0.57152315	-0.79834105
1.25509749	0.71552622	0.57009613	-0.79675086
1.25759748	0.71516132	0.56867267	-0.79516698
1.26009748	0.71479379	0.56725277	-0.79358940
1.26259747	0.71442363	0.56583641	-0.79201806
1.26509747	0.71405086	0.56442359	-0.79045293
1.26759746	0.71367550	0.56301430	-0.78889397
1.27009746	0.71329756	0.56160852	-0.78734115
1.27259745	0.71291706	0.56020626	-0.78579444
1.27509745	0.71253402	0.55880750	-0.78425378
1.27759744	0.71214844	0.55741223	-0.78271916
1.28009744	0.71176034	0.55602044	-0.78119053
1.28259743	0.71136975	0.55463213	-0.77966786
1.28509743	0.71097666	0.55324728	-0.77815112
1.28759742	0.71058111	0.55186590	-0.77664026
1.29009742	0.71018310	0.55048796	-0.77513526
1.29259741	0.70978264	0.54911346	-0.77363608
1.29509741	0.70937976	0.54774240	-0.77214269
1.29759740	0.70897446	0.54637475	-0.77065506
1.30009740	0.70856677	0.54501053	-0.76917314
1.30259739	0.70815669	0.54364971	-0.76769691
1.30509739	0.70774424	0.54229228	-0.76622634
1.30759738	0.70732944	0.54093825	-0.76476139
1.31009738	0.70691229	0.53958759	-0.76330204
1.31259737	0.70649282	0.53824031	-0.76184824
1.31509737	0.70607104	0.53689640	-0.76039997
1.31759736	0.70564696	0.53555584	-0.75895719
1.32009736	0.70522059	0.53421862	-0.75751988
1.32259735	0.70479196	0.53288475	-0.75608801
1.32509735	0.70436106	0.53155420	-0.75466153
1.32759734	0.70392793	0.53022698	-0.75324043
1.33009734	0.70349257	0.52890307	-0.75182467
1.33259733	0.70305499	0.52758247	-0.75041423
1.33509733	0.70261521	0.52626516	-0.74900906
1.33759732	0.70217325	0.52495115	-0.74760915
1.34009732	0.70172911	0.52364041	-0.74621446
1.34259731	0.70128281	0.52233295	-0.74482497
1.34509731	0.70083437	0.52102875	-0.74344064
1.34759730	0.70038379	0.51972781	-0.74206144
1.35009730	0.69993110	0.51843011	-0.74068736
1.35259729	0.69947630	0.51713566	-0.73931835
1.35509729	0.69901940	0.51584444	-0.73795439
1.35759728	0.69856043	0.51455644	-0.73659546
1.36009728	0.69809939	0.51327166	-0.73524153
1.36259727	0.69763630	0.51199009	-0.73389256
1.36509727	0.69717117	0.51071171	-0.73254853
1.36759726	0.69670401	0.50943653	-0.73120942
1.37009726	0.69623484	0.50816453	-0.72987519
1.37259725	0.69576366	0.50689571	-0.72854583
1.37509725	0.69529050	0.50563006	-0.72722129
1.37759724	0.69481537	0.50436757	-0.72590157
1.38009724	0.69433827	0.50310822	-0.72458662
1.38259723	0.69385923	0.50185203	-0.72327644
1.38509723	0.69337824	0.50059897	-0.72197098
1.38759722	0.69289534	0.49934904	-0.72067022
